#       eta       phi       depth        det       value           DetId
              -24               9               1         HE         1.16455     44004C09
              -24               9               2         HE         1.16455     44008C09
              -25               9               1         HE         1.17791     44004C89
              -25               9               2         HE         1.17791     44008C89
              -26               9               1         HE         1.19438     44004D09
              -26               9               2         HE         1.19438     44008D09
              -27               9               1         HE         1.22192     44004D89
              -27               9               2         HE         1.22192     44008D89
              -27               9               3         HE         1.22192     4400CD89
              -28               9               1         HE         1.28119     44004E09
              -28               9               2         HE         1.28119     44008E09
              -28               9               3         HE         1.28119     4400CE09
              -29               9               1         HE         1.54282     44004E89
              -29               9               2         HE         1.54282     44008E89
              -16              10               3         HE         1.23110     4400C80A
              -17              10               1         HE         1.18324     4400488A
              -18              10               1         HE         1.13227     4400490A
              -18              10               2         HE         1.13227     4400890A
              -19              10               1         HE         1.14021     4400498A
              -19              10               2         HE         1.14021     4400898A
              -20              10               1         HE         1.14284     44004A0A
              -20              10               2         HE         1.14284     44008A0A
              -16              11               3         HE         1.23110     4400C80B
              -17              11               1         HE         1.18324     4400488B
              -18              11               1         HE         1.13227     4400490B
              -18              11               2         HE         1.13227     4400890B
              -19              11               1         HE         1.14021     4400498B
              -19              11               2         HE         1.14021     4400898B
              -20              11               1         HE         1.14284     44004A0B
              -20              11               2         HE         1.14284     44008A0B
              -21              11               1         HE         1.15811     44004A8B
              -21              11               2         HE         1.15811     44008A8B
              -22              11               1         HE         1.15721     44004B0B
              -22              11               2         HE         1.15721     44008B0B
              -23              11               1         HE         1.15820     44004B8B
              -23              11               2         HE         1.15820     44008B8B
              -24              11               1         HE         1.16455     44004C0B
              -24              11               2         HE         1.16455     44008C0B
              -25              11               1         HE         1.17791     44004C8B
              -25              11               2         HE         1.17791     44008C8B
              -26              11               1         HE         1.19438     44004D0B
              -26              11               2         HE         1.19438     44008D0B
              -27              11               1         HE         1.22192     44004D8B
              -27              11               2         HE         1.22192     44008D8B
              -27              11               3         HE         1.22192     4400CD8B
              -28              11               1         HE         1.28119     44004E0B
              -28              11               2         HE         1.28119     44008E0B
              -28              11               3         HE         1.28119     4400CE0B
              -29              11               1         HE         1.54282     44004E8B
              -29              11               2         HE         1.54282     44008E8B
              -16              12               3         HE         1.23110     4400C80C
              -17              12               1         HE         1.18324     4400488C
              -18              12               1         HE         1.13227     4400490C
              -18              12               2         HE         1.13227     4400890C
              -19              12               1         HE         1.14021     4400498C
              -19              12               2         HE         1.14021     4400898C
              -20              12               1         HE         1.14284     44004A0C
              -20              12               2         HE         1.14284     44008A0C
              -16              13               3         HE         1.23110     4400C80D
              -17              13               1         HE         1.18324     4400488D
              -18              13               1         HE         1.13227     4400490D
              -18              13               2         HE         1.13227     4400890D
              -19              13               1         HE         1.14021     4400498D
              -19              13               2         HE         1.14021     4400898D
              -20              13               1         HE         1.14284     44004A0D
              -20              13               2         HE         1.14284     44008A0D
              -21              13               1         HE         1.15811     44004A8D
              -21              13               2         HE         1.15811     44008A8D
              -22              13               1         HE         1.15721     44004B0D
              -22              13               2         HE         1.15721     44008B0D
              -23              13               1         HE         1.15820     44004B8D
              -23              13               2         HE         1.15820     44008B8D
              -24              13               1         HE         1.16455     44004C0D
              -24              13               2         HE         1.16455     44008C0D
              -25              13               1         HE         1.17791     44004C8D
              -25              13               2         HE         1.17791     44008C8D
              -26              13               1         HE         1.19438     44004D0D
              -26              13               2         HE         1.19438     44008D0D
              -27              13               1         HE         1.22192     44004D8D
              -27              13               2         HE         1.22192     44008D8D
              -27              13               3         HE         1.22192     4400CD8D
              -28              13               1         HE         1.28119     44004E0D
              -28              13               2         HE         1.28119     44008E0D
              -28              13               3         HE         1.28119     4400CE0D
              -29              13               1         HE         1.54282     44004E8D
              -29              13               2         HE         1.54282     44008E8D
              -16              14               3         HE         1.23110     4400C80E
              -17              14               1         HE         1.18324     4400488E
              -18              14               1         HE         1.13227     4400490E
              -18              14               2         HE         1.13227     4400890E
              -19              14               1         HE         1.14021     4400498E
              -19              14               2         HE         1.14021     4400898E
              -20              14               1         HE         1.14284     44004A0E
              -20              14               2         HE         1.14284     44008A0E
              -16              15               3         HE         1.23110     4400C80F
              -17              15               1         HE         1.18324     4400488F
              -18              15               1         HE         1.13227     4400490F
              -18              15               2         HE         1.13227     4400890F
              -19              15               1         HE         1.14021     4400498F
              -19              15               2         HE         1.14021     4400898F
              -20              15               1         HE         1.14284     44004A0F
              -20              15               2         HE         1.14284     44008A0F
              -21              15               1         HE         1.15811     44004A8F
              -21              15               2         HE         1.15811     44008A8F
              -22              15               1         HE         1.15721     44004B0F
              -22              15               2         HE         1.15721     44008B0F
              -23              15               1         HE         1.15820     44004B8F
              -23              15               2         HE         1.15820     44008B8F
              -24              15               1         HE         1.16455     44004C0F
              -24              15               2         HE         1.16455     44008C0F
              -25              15               1         HE         1.17791     44004C8F
              -25              15               2         HE         1.17791     44008C8F
              -26              15               1         HE         1.19438     44004D0F
              -26              15               2         HE         1.19438     44008D0F
              -27              15               1         HE         1.22192     44004D8F
              -27              15               2         HE         1.22192     44008D8F
              -27              15               3         HE         1.22192     4400CD8F
              -28              15               1         HE         1.28119     44004E0F
              -28              15               2         HE         1.28119     44008E0F
              -28              15               3         HE         1.28119     4400CE0F
              -29              15               1         HE         1.54282     44004E8F
              -29              15               2         HE         1.54282     44008E8F
              -16              16               3         HE         1.23110     4400C810
              -17              16               1         HE         1.18324     44004890
              -18              16               1         HE         1.13227     44004910
              -18              16               2         HE         1.13227     44008910
              -19              16               1         HE         1.14021     44004990
              -19              16               2         HE         1.14021     44008990
              -20              16               1         HE         1.14284     44004A10
              -20              16               2         HE         1.14284     44008A10
              -16              17               3         HE         1.23110     4400C811
              -17              17               1         HE         1.18324     44004891
              -18              17               1         HE         1.13227     44004911
              -18              17               2         HE         1.13227     44008911
              -19              17               1         HE         1.14021     44004991
              -19              17               2         HE         1.14021     44008991
              -20              17               1         HE         1.14284     44004A11
              -20              17               2         HE         1.14284     44008A11
              -21              17               1         HE         1.15811     44004A91
              -21              17               2         HE         1.15811     44008A91
              -22              17               1         HE         1.15721     44004B11
              -22              17               2         HE         1.15721     44008B11
              -23              17               1         HE         1.15820     44004B91
              -23              17               2         HE         1.15820     44008B91
              -24              17               1         HE         1.16455     44004C11
              -24              17               2         HE         1.16455     44008C11
              -25              17               1         HE         1.17791     44004C91
              -25              17               2         HE         1.17791     44008C91
              -26              17               1         HE         1.19438     44004D11
              -26              17               2         HE         1.19438     44008D11
              -27              17               1         HE         1.22192     44004D91
              -27              17               2         HE         1.22192     44008D91
              -27              17               3         HE         1.22192     4400CD91
              -28              17               1         HE         1.28119     44004E11
              -28              17               2         HE         1.28119     44008E11
              -28              17               3         HE         1.28119     4400CE11
              -29              17               1         HE         1.54282     44004E91
              -29              17               2         HE         1.54282     44008E91
              -16              18               3         HE         1.23110     4400C812
              -17              18               1         HE         1.18324     44004892
              -18              18               1         HE         1.13227     44004912
              -18              18               2         HE         1.13227     44008912
              -19              18               1         HE         1.14021     44004992
              -19              18               2         HE         1.14021     44008992
              -20              18               1         HE         1.14284     44004A12
              -20              18               2         HE         1.14284     44008A12
              -16              19               3         HE         1.23110     4400C813
              -17              19               1         HE         1.18324     44004893
              -18              19               1         HE         1.13227     44004913
              -18              19               2         HE         1.13227     44008913
              -19              19               1         HE         1.14021     44004993
              -19              19               2         HE         1.14021     44008993
              -20              19               1         HE         1.14284     44004A13
              -20              19               2         HE         1.14284     44008A13
              -21              19               1         HE         1.15811     44004A93
              -21              19               2         HE         1.15811     44008A93
              -22              19               1         HE         1.15721     44004B13
              -22              19               2         HE         1.15721     44008B13
              -23              19               1         HE         1.15820     44004B93
              -23              19               2         HE         1.15820     44008B93
              -24              19               1         HE         1.16455     44004C13
              -24              19               2         HE         1.16455     44008C13
              -25              19               1         HE         1.17791     44004C93
              -25              19               2         HE         1.17791     44008C93
              -26              19               1         HE         1.19438     44004D13
              -26              19               2         HE         1.19438     44008D13
              -27              19               1         HE         1.22192     44004D93
              -27              19               2         HE         1.22192     44008D93
              -27              19               3         HE         1.22192     4400CD93
              -28              19               1         HE         1.28119     44004E13
              -28              19               2         HE         1.28119     44008E13
              -28              19               3         HE         1.28119     4400CE13
              -29              19               1         HE         1.54282     44004E93
              -29              19               2         HE         1.54282     44008E93
              -16              20               3         HE         1.23110     4400C814
              -17              20               1         HE         1.18324     44004894
              -18              20               1         HE         1.13227     44004914
              -18              20               2         HE         1.13227     44008914
              -19              20               1         HE         1.14021     44004994
              -19              20               2         HE         1.14021     44008994
              -20              20               1         HE         1.14284     44004A14
              -20              20               2         HE         1.14284     44008A14
              -16              21               3         HE         1.23110     4400C815
              -17              21               1         HE         1.18324     44004895
              -18              21               1         HE         1.13227     44004915
              -18              21               2         HE         1.13227     44008915
              -19              21               1         HE         1.14021     44004995
              -19              21               2         HE         1.14021     44008995
              -20              21               1         HE         1.14284     44004A15
              -20              21               2         HE         1.14284     44008A15
              -21              21               1         HE         1.15811     44004A95
              -21              21               2         HE         1.15811     44008A95
              -22              21               1         HE         1.15721     44004B15
              -22              21               2         HE         1.15721     44008B15
              -23              21               1         HE         1.15820     44004B95
              -23              21               2         HE         1.15820     44008B95
              -24              21               1         HE         1.16455     44004C15
              -24              21               2         HE         1.16455     44008C15
              -25              21               1         HE         1.17791     44004C95
              -25              21               2         HE         1.17791     44008C95
              -26              21               1         HE         1.19438     44004D15
              -26              21               2         HE         1.19438     44008D15
              -27              21               1         HE         1.22192     44004D95
              -27              21               2         HE         1.22192     44008D95
              -27              21               3         HE         1.22192     4400CD95
              -28              21               1         HE         1.28119     44004E15
              -28              21               2         HE         1.28119     44008E15
              -28              21               3         HE         1.28119     4400CE15
              -29              21               1         HE         1.54282     44004E95
              -29              21               2         HE         1.54282     44008E95
              -16              22               3         HE         1.23110     4400C816
              -17              22               1         HE         1.18324     44004896
              -18              22               1         HE         1.13227     44004916
              -18              22               2         HE         1.13227     44008916
              -19              22               1         HE         1.14021     44004996
              -19              22               2         HE         1.14021     44008996
              -20              22               1         HE         1.14284     44004A16
              -20              22               2         HE         1.14284     44008A16
              -16              23               3         HE         1.23110     4400C817
              -17              23               1         HE         1.18324     44004897
              -18              23               1         HE         1.13227     44004917
              -18              23               2         HE         1.13227     44008917
              -19              23               1         HE         1.14021     44004997
              -19              23               2         HE         1.14021     44008997
              -20              23               1         HE         1.14284     44004A17
              -20              23               2         HE         1.14284     44008A17
              -21              23               1         HE         1.15811     44004A97
              -21              23               2         HE         1.15811     44008A97
              -22              23               1         HE         1.15721     44004B17
              -22              23               2         HE         1.15721     44008B17
              -23              23               1         HE         1.15820     44004B97
              -23              23               2         HE         1.15820     44008B97
              -24              23               1         HE         1.16455     44004C17
              -24              23               2         HE         1.16455     44008C17
              -25              23               1         HE         1.17791     44004C97
              -25              23               2         HE         1.17791     44008C97
              -26              23               1         HE         1.19438     44004D17
              -26              23               2         HE         1.19438     44008D17
              -27              23               1         HE         1.22192     44004D97
              -27              23               2         HE         1.22192     44008D97
              -27              23               3         HE         1.22192     4400CD97
              -28              23               1         HE         1.28119     44004E17
              -28              23               2         HE         1.28119     44008E17
              -28              23               3         HE         1.28119     4400CE17
              -29              23               1         HE         1.54282     44004E97
              -29              23               2         HE         1.54282     44008E97
              -16              24               3         HE         1.23110     4400C818
              -17              24               1         HE         1.18324     44004898
              -18              24               1         HE         1.13227     44004918
              -18              24               2         HE         1.13227     44008918
              -19              24               1         HE         1.14021     44004998
              -19              24               2         HE         1.14021     44008998
              -20              24               1         HE         1.14284     44004A18
              -20              24               2         HE         1.14284     44008A18
              -16              25               3         HE         1.23110     4400C819
              -17              25               1         HE         1.18324     44004899
              -18              25               1         HE         1.13227     44004919
              -18              25               2         HE         1.13227     44008919
              -19              25               1         HE         1.14021     44004999
              -19              25               2         HE         1.14021     44008999
              -20              25               1         HE         1.14284     44004A19
              -20              25               2         HE         1.14284     44008A19
              -21              25               1         HE         1.15811     44004A99
              -21              25               2         HE         1.15811     44008A99
              -22              25               1         HE         1.15721     44004B19
              -22              25               2         HE         1.15721     44008B19
              -23              25               1         HE         1.15820     44004B99
              -23              25               2         HE         1.15820     44008B99
              -24              25               1         HE         1.16455     44004C19
              -24              25               2         HE         1.16455     44008C19
              -25              25               1         HE         1.17791     44004C99
              -25              25               2         HE         1.17791     44008C99
              -26              25               1         HE         1.19438     44004D19
              -26              25               2         HE         1.19438     44008D19
              -27              25               1         HE         1.22192     44004D99
              -27              25               2         HE         1.22192     44008D99
              -27              25               3         HE         1.22192     4400CD99
              -28              25               1         HE         1.28119     44004E19
              -28              25               2         HE         1.28119     44008E19
              -28              25               3         HE         1.28119     4400CE19
              -29              25               1         HE         1.54282     44004E99
              -29              25               2         HE         1.54282     44008E99
              -16              26               3         HE         1.23110     4400C81A
              -17              26               1         HE         1.18324     4400489A
              -18              26               1         HE         1.13227     4400491A
              -18              26               2         HE         1.13227     4400891A
              -19              26               1         HE         1.14021     4400499A
              -19              26               2         HE         1.14021     4400899A
              -20              26               1         HE         1.14284     44004A1A
              -20              26               2         HE         1.14284     44008A1A
              -16              27               3         HE         1.23110     4400C81B
              -17              27               1         HE         1.18324     4400489B
              -18              27               1         HE         1.13227     4400491B
              -18              27               2         HE         1.13227     4400891B
              -19              27               1         HE         1.14021     4400499B
              -19              27               2         HE         1.14021     4400899B
              -20              27               1         HE         1.14284     44004A1B
              -20              27               2         HE         1.14284     44008A1B
              -21              27               1         HE         1.15811     44004A9B
              -21              27               2         HE         1.15811     44008A9B
              -22              27               1         HE         1.15721     44004B1B
              -22              27               2         HE         1.15721     44008B1B
              -23              27               1         HE         1.15820     44004B9B
              -23              27               2         HE         1.15820     44008B9B
              -24              27               1         HE         1.16455     44004C1B
              -24              27               2         HE         1.16455     44008C1B
              -25              27               1         HE         1.17791     44004C9B
              -25              27               2         HE         1.17791     44008C9B
              -26              27               1         HE         1.19438     44004D1B
              -26              27               2         HE         1.19438     44008D1B
              -27              27               1         HE         1.22192     44004D9B
              -27              27               2         HE         1.22192     44008D9B
              -27              27               3         HE         1.22192     4400CD9B
              -28              27               1         HE         1.28119     44004E1B
              -28              27               2         HE         1.28119     44008E1B
              -28              27               3         HE         1.28119     4400CE1B
              -29              27               1         HE         1.54282     44004E9B
              -29              27               2         HE         1.54282     44008E9B
              -16              28               3         HE         1.23110     4400C81C
              -17              28               1         HE         1.18324     4400489C
              -18              28               1         HE         1.13227     4400491C
              -18              28               2         HE         1.13227     4400891C
              -19              28               1         HE         1.14021     4400499C
              -19              28               2         HE         1.14021     4400899C
              -20              28               1         HE         1.14284     44004A1C
              -20              28               2         HE         1.14284     44008A1C
              -16              29               3         HE         1.23110     4400C81D
              -17              29               1         HE         1.18324     4400489D
              -18              29               1         HE         1.13227     4400491D
              -18              29               2         HE         1.13227     4400891D
              -19              29               1         HE         1.14021     4400499D
              -19              29               2         HE         1.14021     4400899D
              -20              29               1         HE         1.14284     44004A1D
              -20              29               2         HE         1.14284     44008A1D
              -21              29               1         HE         1.15811     44004A9D
              -21              29               2         HE         1.15811     44008A9D
              -22              29               1         HE         1.15721     44004B1D
              -22              29               2         HE         1.15721     44008B1D
              -23              29               1         HE         1.15820     44004B9D
              -23              29               2         HE         1.15820     44008B9D
              -24              29               1         HE         1.16455     44004C1D
              -24              29               2         HE         1.16455     44008C1D
              -25              29               1         HE         1.17791     44004C9D
              -25              29               2         HE         1.17791     44008C9D
              -26              29               1         HE         1.19438     44004D1D
              -26              29               2         HE         1.19438     44008D1D
              -27              29               1         HE         1.22192     44004D9D
              -27              29               2         HE         1.22192     44008D9D
              -27              29               3         HE         1.22192     4400CD9D
              -28              29               1         HE         1.28119     44004E1D
              -28              29               2         HE         1.28119     44008E1D
              -28              29               3         HE         1.28119     4400CE1D
              -29              29               1         HE         1.54282     44004E9D
              -29              29               2         HE         1.54282     44008E9D
              -16              30               3         HE         1.23110     4400C81E
              -17              30               1         HE         1.18324     4400489E
              -18              30               1         HE         1.13227     4400491E
              -18              30               2         HE         1.13227     4400891E
              -19              30               1         HE         1.14021     4400499E
              -19              30               2         HE         1.14021     4400899E
              -20              30               1         HE         1.14284     44004A1E
              -20              30               2         HE         1.14284     44008A1E
              -16              31               3         HE         1.23110     4400C81F
              -17              31               1         HE         1.18324     4400489F
              -18              31               1         HE         1.13227     4400491F
              -18              31               2         HE         1.13227     4400891F
              -19              31               1         HE         1.14021     4400499F
              -19              31               2         HE         1.14021     4400899F
              -20              31               1         HE         1.14284     44004A1F
              -20              31               2         HE         1.14284     44008A1F
              -21              31               1         HE         1.15811     44004A9F
              -21              31               2         HE         1.15811     44008A9F
              -22              31               1         HE         1.15721     44004B1F
              -22              31               2         HE         1.15721     44008B1F
              -23              31               1         HE         1.15820     44004B9F
              -23              31               2         HE         1.15820     44008B9F
              -24              31               1         HE         1.16455     44004C1F
              -24              31               2         HE         1.16455     44008C1F
              -25              31               1         HE         1.17791     44004C9F
              -25              31               2         HE         1.17791     44008C9F
              -26              31               1         HE         1.19438     44004D1F
              -26              31               2         HE         1.19438     44008D1F
              -27              31               1         HE         1.22192     44004D9F
              -27              31               2         HE         1.22192     44008D9F
              -27              31               3         HE         1.22192     4400CD9F
              -28              31               1         HE         1.28119     44004E1F
              -28              31               2         HE         1.28119     44008E1F
              -28              31               3         HE         1.28119     4400CE1F
              -29              31               1         HE         1.54282     44004E9F
              -29              31               2         HE         1.54282     44008E9F
              -16              32               3         HE         1.23110     4400C820
              -17              32               1         HE         1.18324     440048A0
              -18              32               1         HE         1.13227     44004920
              -18              32               2         HE         1.13227     44008920
              -19              32               1         HE         1.14021     440049A0
              -19              32               2         HE         1.14021     440089A0
              -20              32               1         HE         1.14284     44004A20
              -20              32               2         HE         1.14284     44008A20
              -16              33               3         HE         1.23110     4400C821
              -17              33               1         HE         1.18324     440048A1
              -18              33               1         HE         1.13227     44004921
              -18              33               2         HE         1.13227     44008921
              -19              33               1         HE         1.14021     440049A1
              -19              33               2         HE         1.14021     440089A1
              -20              33               1         HE         1.14284     44004A21
              -20              33               2         HE         1.14284     44008A21
              -21              33               1         HE         1.15811     44004AA1
              -21              33               2         HE         1.15811     44008AA1
              -22              33               1         HE         1.15721     44004B21
              -22              33               2         HE         1.15721     44008B21
              -23              33               1         HE         1.15820     44004BA1
              -23              33               2         HE         1.15820     44008BA1
              -24              33               1         HE         1.16455     44004C21
              -24              33               2         HE         1.16455     44008C21
              -25              33               1         HE         1.17791     44004CA1
              -25              33               2         HE         1.17791     44008CA1
              -26              33               1         HE         1.19438     44004D21
              -26              33               2         HE         1.19438     44008D21
              -27              33               1         HE         1.22192     44004DA1
              -27              33               2         HE         1.22192     44008DA1
              -27              33               3         HE         1.22192     4400CDA1
              -28              33               1         HE         1.28119     44004E21
              -28              33               2         HE         1.28119     44008E21
              -28              33               3         HE         1.28119     4400CE21
              -29              33               1         HE         1.54282     44004EA1
              -29              33               2         HE         1.54282     44008EA1
              -16              34               3         HE         1.23110     4400C822
              -17              34               1         HE         1.18324     440048A2
              -18              34               1         HE         1.13227     44004922
              -18              34               2         HE         1.13227     44008922
              -19              34               1         HE         1.14021     440049A2
              -19              34               2         HE         1.14021     440089A2
              -20              34               1         HE         1.14284     44004A22
              -20              34               2         HE         1.14284     44008A22
              -16              35               3         HE         1.23110     4400C823
              -17              35               1         HE         1.18324     440048A3
              -18              35               1         HE         1.13227     44004923
              -18              35               2         HE         1.13227     44008923
              -19              35               1         HE         1.14021     440049A3
              -19              35               2         HE         1.14021     440089A3
              -20              35               1         HE         1.14284     44004A23
              -20              35               2         HE         1.14284     44008A23
              -21              35               1         HE         1.15811     44004AA3
              -21              35               2         HE         1.15811     44008AA3
              -22              35               1         HE         1.15721     44004B23
              -22              35               2         HE         1.15721     44008B23
              -23              35               1         HE         1.15820     44004BA3
              -23              35               2         HE         1.15820     44008BA3
              -24              35               1         HE         1.16455     44004C23
              -24              35               2         HE         1.16455     44008C23
              -25              35               1         HE         1.17791     44004CA3
              -25              35               2         HE         1.17791     44008CA3
              -26              35               1         HE         1.19438     44004D23
              -26              35               2         HE         1.19438     44008D23
              -27              35               1         HE         1.22192     44004DA3
              -27              35               2         HE         1.22192     44008DA3
              -27              35               3         HE         1.22192     4400CDA3
              -28              35               1         HE         1.28119     44004E23
              -28              35               2         HE         1.28119     44008E23
              -28              35               3         HE         1.28119     4400CE23
              -29              35               1         HE         1.54282     44004EA3
              -29              35               2         HE         1.54282     44008EA3
              -16              36               3         HE         1.23110     4400C824
              -17              36               1         HE         1.18324     440048A4
              -18              36               1         HE         1.13227     44004924
              -18              36               2         HE         1.13227     44008924
              -19              36               1         HE         1.14021     440049A4
              -19              36               2         HE         1.14021     440089A4
              -20              36               1         HE         1.14284     44004A24
              -20              36               2         HE         1.14284     44008A24
              -16              37               3         HE         1.23110     4400C825
              -17              37               1         HE         1.18324     440048A5
              -18              37               1         HE         1.13227     44004925
              -18              37               2         HE         1.13227     44008925
              -19              37               1         HE         1.14021     440049A5
              -19              37               2         HE         1.14021     440089A5
              -20              37               1         HE         1.14284     44004A25
              -20              37               2         HE         1.14284     44008A25
              -21              37               1         HE         1.15811     44004AA5
              -21              37               2         HE         1.15811     44008AA5
