#             eta             phi             dep             det    value      DetId
               -9              43               1              HB  1.31043   420044AB
              -10              43               1              HB  1.12614   4200452B
              -11              43               1              HB  1.83677   420045AB
              -12              43               1              HB  1.76914   4200462B
              -13              43               1              HB  1.37313   420046AB
              -14              43               1              HB  1.44787   4200472B
              -15              43               1              HB  1.62070   420047AB
              -15              43               2              HB  1.08887   420087AB
              -16              43               1              HB  1.13994   4200482B
              -16              43               2              HB  1.29286   4200882B
               -1              44               1              HB  1.17916   420040AC
               -2              44               1              HB  1.46486   4200412C
               -3              44               1              HB  1.76765   420041AC
               -4              44               1              HB  0.89196   4200422C
               -5              44               1              HB  1.30480   420042AC
               -6              44               1              HB  0.86486   4200432C
               -7              44               1              HB  1.71486   420043AC
               -8              44               1              HB  2.55916   4200442C
               -9              44               1              HB  1.22250   420044AC
              -10              44               1              HB  1.34394   4200452C
              -11              44               1              HB  1.82755   420045AC
              -12              44               1              HB  1.90136   4200462C
              -13              44               1              HB  1.29039   420046AC
              -14              44               1              HB  1.43675   4200472C
              -15              44               1              HB  1.56189   420047AC
              -15              44               2              HB  1.04284   420087AC
              -16              44               1              HB  1.27264   4200482C
              -16              44               2              HB  1.25530   4200882C
               -1              45               1              HB  1.35588   420040AD
               -2              45               1              HB  1.63004   4200412D
               -3              45               1              HB  1.54409   420041AD
               -4              45               1              HB  1.79070   4200422D
               -5              45               1              HB  1.99992   420042AD
               -6              45               1              HB  1.37430   4200432D
               -7              45               1              HB  1.08600   420043AD
               -8              45               1              HB  2.42073   4200442D
               -9              45               1              HB  0.90650   420044AD
              -10              45               1              HB  1.23835   4200452D
              -11              45               1              HB  1.23232   420045AD
              -12              45               1              HB  1.90699   4200462D
              -13              45               1              HB  1.19633   420046AD
              -14              45               1              HB  1.34417   4200472D
              -15              45               1              HB  1.64633   420047AD
              -15              45               2              HB  1.16538   420087AD
              -16              45               1              HB  1.47167   4200482D
              -16              45               2              HB  1.09575   4200882D
               -1              46               1              HB  1.33671   420040AE
               -2              46               1              HB  1.46881   4200412E
               -3              46               1              HB  0.71272   420041AE
               -4              46               1              HB  1.54351   4200422E
               -5              46               1              HB  1.59310   420042AE
               -6              46               1              HB  1.29533   4200432E
               -7              46               1              HB  1.54900   420043AE
               -8              46               1              HB  2.01727   4200442E
               -9              46               1              HB  0.97409   420044AE
              -10              46               1              HB  1.16891   4200452E
              -11              46               1              HB  2.17564   420045AE
              -12              46               1              HB  1.67523   4200462E
              -13              46               1              HB  1.40801   420046AE
              -14              46               1              HB  1.45104   4200472E
              -15              46               1              HB  0.99225   420047AE
              -15              46               2              HB  0.98492   420087AE
              -16              46               1              HB  1.29102   4200482E
              -16              46               2              HB  1.05312   4200882E
               -1              47               1              HB  1.36942   420040AF
               -2              47               1              HB  1.76043   4200412F
               -3              47               1              HB  1.86633   420041AF
               -4              47               1              HB  2.04577   4200422F
               -5              47               1              HB  1.71040   420042AF
               -6              47               1              HB  1.06922   4200432F
               -7              47               1              HB  1.26726   420043AF
               -8              47               1              HB  1.58823   4200442F
               -9              47               1              HB  1.25814   420044AF
              -10              47               1              HB  1.03999   4200452F
              -11              47               1              HB  1.74264   420045AF
              -12              47               1              HB  1.65518   4200462F
              -13              47               1              HB  0.62079   420046AF
              -14              47               1              HB  0.96752   4200472F
              -15              47               1              HB  1.87690   420047AF
              -15              47               2              HB  1.06812   420087AF
              -16              47               1              HB  1.49481   4200482F
              -16              47               2              HB  0.95750   4200882F
               -1              48               1              HB  0.72142   420040B0
               -2              48               1              HB  1.62129   42004130
               -3              48               1              HB  1.57454   420041B0
               -4              48               1              HB  2.14562   42004230
               -5              48               1              HB  1.67214   420042B0
               -6              48               1              HB  1.46806   42004330
               -7              48               1              HB  1.23825   420043B0
               -8              48               1              HB  1.85470   42004430
               -9              48               1              HB  1.21886   420044B0
              -10              48               1              HB  1.18770   42004530
              -11              48               1              HB  1.77036   420045B0
              -12              48               1              HB  1.31737   42004630
              -13              48               1              HB  0.46431   420046B0
              -14              48               1              HB  1.50656   42004730
              -15              48               1              HB  0.21375   420047B0
              -15              48               2              HB  1.15238   420087B0
              -16              48               1              HB  1.36768   42004830
              -16              48               2              HB  1.22283   42008830
               -1              49               1              HB  1.15188   420040B1
               -2              49               1              HB  0.56446   42004131
               -3              49               1              HB  1.41139   420041B1
               -4              49               1              HB  1.48512   42004231
               -5              49               1              HB  1.60948   420042B1
               -6              49               1              HB  1.40729   42004331
               -7              49               1              HB  0.42487   420043B1
               -8              49               1              HB  0.79825   42004431
               -9              49               1              HB  1.15274   420044B1
              -10              49               1              HB  1.23982   42004531
              -11              49               1              HB  1.43210   420045B1
              -12              49               1              HB  1.37269   42004631
              -13              49               1              HB  1.24458   420046B1
              -14              49               1              HB  1.59073   42004731
              -15              49               1              HB  1.61042   420047B1
              -15              49               2              HB  1.09898   420087B1
              -16              49               1              HB  1.21759   42004831
              -16              49               2              HB  1.14918   42008831
               -1              50               1              HB  1.34767   420040B2
               -2              50               1              HB  1.93104   42004132
               -3              50               1              HB  0.84886   420041B2
               -4              50               1              HB  1.76378   42004232
               -5              50               1              HB  1.35117   420042B2
               -6              50               1              HB  1.06467   42004332
               -7              50               1              HB  1.52243   420043B2
               -8              50               1              HB  1.86837   42004432
               -9              50               1              HB  1.24594   420044B2
              -10              50               1              HB  1.33916   42004532
              -11              50               1              HB  1.82391   420045B2
              -12              50               1              HB  1.79240   42004632
              -13              50               1              HB  1.29015   420046B2
              -14              50               1              HB  1.54080   42004732
              -15              50               1              HB  1.61439   420047B2
              -15              50               2              HB  1.07560   420087B2
              -16              50               1              HB  1.49583   42004832
              -16              50               2              HB  1.20084   42008832
               -1              51               1              HB  0.55881   420040B3
               -2              51               1              HB  1.54213   42004133
               -3              51               1              HB  1.33167   420041B3
               -4              51               1              HB  1.95531   42004233
               -5              51               1              HB  1.59484   420042B3
               -6              51               1              HB  1.28712   42004333
               -7              51               1              HB  1.48762   420043B3
               -8              51               1              HB  2.48298   42004433
               -9              51               1              HB  1.16458   420044B3
              -10              51               1              HB  1.22586   42004533
              -11              51               1              HB  1.19922   420045B3
              -12              51               1              HB  1.45498   42004633
              -13              51               1              HB  1.40322   420046B3
              -14              51               1              HB  1.53831   42004733
              -15              51               1              HB  1.70147   420047B3
              -15              51               2              HB  1.11238   420087B3
              -16              51               1              HB  1.45795   42004833
              -16              51               2              HB  1.09812   42008833
               -1              52               1              HB  1.17566   420040B4
               -2              52               1              HB  1.99855   42004134
               -3              52               1              HB  1.71255   420041B4
               -4              52               1              HB  2.10690   42004234
               -5              52               1              HB  1.06990   420042B4
               -6              52               1              HB  1.47052   42004334
               -7              52               1              HB  1.75567   420043B4
               -8              52               1              HB  2.30760   42004434
               -9              52               1              HB  1.37500   420044B4
              -10              52               1              HB  1.27270   42004534
              -11              52               1              HB  0.61018   420045B4
              -12              52               1              HB  1.42459   42004634
              -13              52               1              HB  1.30199   420046B4
              -14              52               1              HB  1.81452   42004734
              -15              52               1              HB  1.82458   420047B4
              -15              52               2              HB  1.13719   420087B4
              -16              52               1              HB  1.26531   42004834
              -16              52               2              HB  1.26178   42008834
               -1              53               1              HB  1.44728   420040B5
               -2              53               1              HB  1.98292   42004135
               -3              53               1              HB  1.49659   420041B5
               -4              53               1              HB  2.47495   42004235
               -5              53               1              HB  1.72823   420042B5
               -6              53               1              HB  1.15131   42004335
               -7              53               1              HB  0.81546   420043B5
               -8              53               1              HB  1.70532   42004435
               -9              53               1              HB  1.05030   420044B5
              -10              53               1              HB  1.10601   42004535
              -11              53               1              HB  1.02032   420045B5
              -12              53               1              HB  1.65526   42004635
              -13              53               1              HB  1.18494   420046B5
              -14              53               1              HB  1.63000   42004735
              -15              53               1              HB  1.52770   420047B5
              -15              53               2              HB  1.17587   420087B5
              -16              53               1              HB  1.40104   42004835
              -16              53               2              HB  0.98254   42008835
               -1              54               1              HB  1.46491   420040B6
               -2              54               1              HB  1.45426   42004136
               -3              54               1              HB  1.63898   420041B6
               -4              54               1              HB  1.24524   42004236
               -5              54               1              HB  1.38460   420042B6
               -6              54               1              HB  0.85186   42004336
               -7              54               1              HB  1.15621   420043B6
               -8              54               1              HB  1.34552   42004436
               -9              54               1              HB  0.84713   420044B6
              -10              54               1              HB  1.27896   42004536
              -11              54               1              HB  1.84712   420045B6
              -12              54               1              HB  1.92676   42004636
              -13              54               1              HB  1.26442   420046B6
              -14              54               1              HB  1.58390   42004736
              -15              54               1              HB  1.49678   420047B6
              -15              54               2              HB  1.03608   420087B6
              -16              54               1              HB  1.34734   42004836
              -16              54               2              HB  1.24874   42008836
               -1              55               1              HB  1.07651   420040B7
               -2              55               1              HB  1.76919   42004137
               -3              55               1              HB  1.28710   420041B7
               -4              55               1              HB  1.99698   42004237
               -5              55               1              HB  1.99097   420042B7
               -6              55               1              HB  1.28942   42004337
               -7              55               1              HB  1.09346   420043B7
               -8              55               1              HB  2.25839   42004437
               -9              55               1              HB  1.21455   420044B7
              -10              55               1              HB  0.95341   42004537
              -11              55               1              HB  1.94633   420045B7
              -12              55               1              HB  1.75059   42004637
              -13              55               1              HB  1.37856   420046B7
              -14              55               1              HB  1.57620   42004737
              -15              55               1              HB  1.74258   420047B7
              -15              55               2              HB  1.15389   420087B7
              -16              55               1              HB  1.27924   42004837
              -16              55               2              HB  1.09654   42008837
               -1              56               1              HB  1.29055   420040B8
               -2              56               1              HB  0.64025   42004138
               -3              56               1              HB  1.77974   420041B8
               -4              56               1              HB  1.35453   42004238
               -5              56               1              HB  1.59875   420042B8
               -6              56               1              HB  1.35031   42004338
               -7              56               1              HB  1.58074   420043B8
               -8              56               1              HB  2.67766   42004438
               -9              56               1              HB  1.24389   420044B8
              -10              56               1              HB  1.05887   42004538
              -11              56               1              HB  2.06219   420045B8
              -12              56               1              HB  1.57946   42004638
              -13              56               1              HB  1.27140   420046B8
              -14              56               1              HB  1.58621   42004738
              -15              56               1              HB  1.74432   420047B8
              -15              56               2              HB  1.24873   420087B8
              -16              56               1              HB  1.35078   42004838
              -16              56               2              HB  1.03568   42008838
               -1              57               1              HB  1.25512   420040B9
               -2              57               1              HB  1.76994   42004139
               -3              57               1              HB  0.99724   420041B9
               -4              57               1              HB  2.12514   42004239
               -5              57               1              HB  0.33730   420042B9
               -6              57               1              HB  0.72132   42004339
               -7              57               1              HB  1.14421   420043B9
               -8              57               1              HB  0.74422   42004439
               -9              57               1              HB  1.10661   420044B9
              -10              57               1              HB  0.66298   42004539
              -11              57               1              HB  1.73242   420045B9
              -12              57               1              HB  1.90364   42004639
              -13              57               1              HB  1.21906   420046B9
              -14              57               1              HB  1.47684   42004739
              -15              57               1              HB  1.62145   420047B9
              -15              57               2              HB  1.15291   420087B9
              -16              57               1              HB  1.38805   42004839
              -16              57               2              HB  1.10122   42008839
               -1              58               1              HB  1.40355   420040BA
               -2              58               1              HB  1.83373   4200413A
               -3              58               1              HB  0.89905   420041BA
               -4              58               1              HB  1.73318   4200423A
               -5              58               1              HB  1.72505   420042BA
               -6              58               1              HB  1.42372   4200433A
               -7              58               1              HB  0.36447   420043BA
               -8              58               1              HB  2.43933   4200443A
               -9              58               1              HB  1.05444   420044BA
              -10              58               1              HB  1.22659   4200453A
              -11              58               1              HB  1.92140   420045BA
              -12              58               1              HB  1.83197   4200463A
              -13              58               1              HB  1.26773   420046BA
              -14              58               1              HB  1.46134   4200473A
              -15              58               1              HB  1.75862   420047BA
              -15              58               2              HB  1.14713   420087BA
              -16              58               1              HB  1.30402   4200483A
              -16              58               2              HB  1.05479   4200883A
               -1              59               1              HB  1.42930   420040BB
               -2              59               1              HB  1.60592   4200413B
               -3              59               1              HB  1.68884   420041BB
               -4              59               1              HB  0.34203   4200423B
               -5              59               1              HB  1.65411   420042BB
               -6              59               1              HB  1.42139   4200433B
               -7              59               1              HB  1.42068   420043BB
               -8              59               1              HB  2.49840   4200443B
               -9              59               1              HB  1.33992   420044BB
              -10              59               1              HB  1.05922   4200453B
              -11              59               1              HB  0.21220   420045BB
              -12              59               1              HB  1.95086   4200463B
              -13              59               1              HB  1.35253   420046BB
              -14              59               1              HB  1.46229   4200473B
              -15              59               1              HB  0.62353   420047BB
              -15              59               2              HB  1.09411   420087BB
              -16              59               1              HB  1.33232   4200483B
              -16              59               2              HB  1.05890   4200883B
               -1              60               1              HB  1.38833   420040BC
               -2              60               1              HB  1.91038   4200413C
               -3              60               1              HB  1.15386   420041BC
               -4              60               1              HB  1.27597   4200423C
               -5              60               1              HB  1.58714   420042BC
               -6              60               1              HB  1.22620   4200433C
               -7              60               1              HB  1.11552   420043BC
               -8              60               1              HB  1.93829   4200443C
               -9              60               1              HB  1.28997   420044BC
              -10              60               1              HB  1.33236   4200453C
              -11              60               1              HB  1.75670   420045BC
              -12              60               1              HB  1.83298   4200463C
              -13              60               1              HB  1.24436   420046BC
              -14              60               1              HB  1.66947   4200473C
              -15              60               1              HB  1.46618   420047BC
              -15              60               2              HB  1.09491   420087BC
              -16              60               1              HB  1.32067   4200483C
              -16              60               2              HB  1.27563   4200883C
               -1              61               1              HB  0.68968   420040BD
               -2              61               1              HB  1.81546   4200413D
               -3              61               1              HB  1.85490   420041BD
               -4              61               1              HB  0.91302   4200423D
               -5              61               1              HB  0.84928   420042BD
               -6              61               1              HB  1.27252   4200433D
               -7              61               1              HB  1.71301   420043BD
               -8              61               1              HB  2.16168   4200443D
               -9              61               1              HB  1.49749   420044BD
              -10              61               1              HB  1.18164   4200453D
              -11              61               1              HB  1.93567   420045BD
              -12              61               1              HB  1.75210   4200463D
              -13              61               1              HB  1.15831   420046BD
              -14              61               1              HB  1.55498   4200473D
              -15              61               1              HB  1.68610   420047BD
              -15              61               2              HB  1.12293   420087BD
              -16              61               1              HB  1.31353   4200483D
              -16              61               2              HB  1.12374   4200883D
               -1              62               1              HB  1.12113   420040BE
               -2              62               1              HB  1.66061   4200413E
               -3              62               1              HB  0.45010   420041BE
               -4              62               1              HB  2.31860   4200423E
               -5              62               1              HB  1.58237   420042BE
               -6              62               1              HB  1.32517   4200433E
               -7              62               1              HB  1.16457   420043BE
               -8              62               1              HB  2.39332   4200443E
               -9              62               1              HB  1.27440   420044BE
              -10              62               1              HB  1.40306   4200453E
              -11              62               1              HB  1.60512   420045BE
              -12              62               1              HB  1.47116   4200463E
              -13              62               1              HB  0.99037   420046BE
              -14              62               1              HB  1.68016   4200473E
              -15              62               1              HB  1.64692   420047BE
              -15              62               2              HB  1.11958   420087BE
              -16              62               1              HB  1.42338   4200483E
              -16              62               2              HB  1.10329   4200883E
               -1              63               1              HB  1.32027   420040BF
               -2              63               1              HB  1.89592   4200413F
               -3              63               1              HB  1.66799   420041BF
               -4              63               1              HB  1.90357   4200423F
               -5              63               1              HB  1.62533   420042BF
               -6              63               1              HB  1.49896   4200433F
               -7              63               1              HB  1.15454   420043BF
               -8              63               1              HB  1.51498   4200443F
               -9              63               1              HB  1.17344   420044BF
              -10              63               1              HB  1.18597   4200453F
              -11              63               1              HB  1.64798   420045BF
              -12              63               1              HB  1.74459   4200463F
              -13              63               1              HB  1.14528   420046BF
              -14              63               1              HB  1.41102   4200473F
              -15              63               1              HB  1.80358   420047BF
              -15              63               2              HB  0.99830   420087BF
              -16              63               1              HB  1.36368   4200483F
              -16              63               2              HB  1.06987   4200883F
               -1              64               1              HB  1.36048   420040C0
               -2              64               1              HB  1.76514   42004140
               -3              64               1              HB  1.60657   420041C0
               -4              64               1              HB  1.53792   42004240
               -5              64               1              HB  1.54963   420042C0
               -6              64               1              HB  0.94080   42004340
               -7              64               1              HB  1.26067   420043C0
               -8              64               1              HB  2.38622   42004440
               -9              64               1              HB  0.82401   420044C0
              -10              64               1              HB  1.22602   42004540
              -11              64               1              HB  1.90632   420045C0
              -12              64               1              HB  1.66371   42004640
              -13              64               1              HB  1.14393   420046C0
              -14              64               1              HB  1.77759   42004740
              -15              64               1              HB  1.46470   420047C0
              -15              64               2              HB  1.12904   420087C0
              -16              64               1              HB  0.24673   42004840
              -16              64               2              HB  1.03842   42008840
               -1              65               1              HB  1.03075   420040C1
               -2              65               1              HB  1.77315   42004141
               -3              65               1              HB  1.60348   420041C1
               -4              65               1              HB  1.50108   42004241
               -5              65               1              HB  1.47750   420042C1
               -6              65               1              HB  1.41271   42004341
               -7              65               1              HB  1.80159   420043C1
               -8              65               1              HB  2.26866   42004441
               -9              65               1              HB  1.18012   420044C1
              -10              65               1              HB  1.21633   42004541
              -11              65               1              HB  1.86133   420045C1
              -12              65               1              HB  1.69095   42004641
              -13              65               1              HB  1.36502   420046C1
              -14              65               1              HB  1.40218   42004741
              -15              65               1              HB  1.36091   420047C1
              -15              65               2              HB  1.06612   420087C1
              -16              65               1              HB  1.02549   42004841
              -16              65               2              HB  1.08969   42008841
               -1              66               1              HB  1.41719   420040C2
               -2              66               1              HB  1.88275   42004142
               -3              66               1              HB  1.52823   420041C2
               -4              66               1              HB  1.47142   42004242
               -5              66               1              HB  0.35521   420042C2
               -6              66               1              HB  0.78675   42004342
               -7              66               1              HB  1.59971   420043C2
               -8              66               1              HB  2.14983   42004442
               -9              66               1              HB  1.05774   420044C2
              -10              66               1              HB  1.25765   42004542
              -11              66               1              HB  1.81929   420045C2
              -12              66               1              HB  1.13796   42004642
              -13              66               1              HB  1.34609   420046C2
              -14              66               1              HB  1.19782   42004742
              -15              66               1              HB  1.12517   420047C2
              -15              66               2              HB  1.08840   420087C2
              -16              66               1              HB  1.41427   42004842
              -16              66               2              HB  1.27001   42008842
               -1              67               1              HB  1.27888   420040C3
               -2              67               1              HB  1.27434   42004143
               -3              67               1              HB  1.57063   420041C3
               -4              67               1              HB  0.60030   42004243
               -5              67               1              HB  1.69890   420042C3
               -6              67               1              HB  0.61985   42004343
               -7              67               1              HB  1.77401   420043C3
               -8              67               1              HB  2.24442   42004443
               -9              67               1              HB  0.84282   420044C3
              -10              67               1              HB  0.88187   42004543
              -11              67               1              HB  0.94889   420045C3
              -12              67               1              HB  1.17050   42004643
              -13              67               1              HB  1.20635   420046C3
              -14              67               1              HB  1.46361   42004743
              -15              67               1              HB  1.80013   420047C3
              -15              67               2              HB  1.08075   420087C3
              -16              67               1              HB  1.32657   42004843
              -16              67               2              HB  1.19831   42008843
               -1              68               1              HB  1.00594   420040C4
               -2              68               1              HB  1.10488   42004144
               -3              68               1              HB  1.27929   420041C4
               -4              68               1              HB  0.38717   42004244
               -5              68               1              HB  1.59272   420042C4
               -6              68               1              HB  1.03316   42004344
               -7              68               1              HB  1.59097   420043C4
               -8              68               1              HB  2.22476   42004444
               -9              68               1              HB  1.37529   420044C4
              -10              68               1              HB  0.75974   42004544
              -11              68               1              HB  1.98948   420045C4
              -12              68               1              HB  0.19478   42004644
              -13              68               1              HB  1.26574   420046C4
              -14              68               1              HB  1.57103   42004744
              -15              68               1              HB  1.68793   420047C4
              -15              68               2              HB  1.06385   420087C4
              -16              68               1              HB  1.36351   42004844
              -16              68               2              HB  1.11367   42008844
               -1              69               1              HB  1.56591   420040C5
               -2              69               1              HB  2.07623   42004145
               -3              69               1              HB  1.92717   420041C5
               -4              69               1              HB  1.58558   42004245
               -5              69               1              HB  1.47123   420042C5
               -6              69               1              HB  0.83727   42004345
               -7              69               1              HB  1.39057   420043C5
               -8              69               1              HB  2.70299   42004445
               -9              69               1              HB  0.79221   420044C5
              -10              69               1              HB  1.21954   42004545
              -11              69               1              HB  1.89316   420045C5
              -12              69               1              HB  1.66698   42004645
              -13              69               1              HB  0.87665   420046C5
              -14              69               1              HB  1.64997   42004745
              -15              69               1              HB  1.60825   420047C5
              -15              69               2              HB  1.06166   420087C5
              -16              69               1              HB  1.32800   42004845
              -16              69               2              HB  1.15743   42008845
               -1              70               1              HB  1.07529   420040C6
               -2              70               1              HB  1.82619   42004146
               -3              70               1              HB  1.35870   420041C6
               -4              70               1              HB  1.92017   42004246
               -5              70               1              HB  1.67320   420042C6
               -6              70               1              HB  1.10339   42004346
               -7              70               1              HB  1.39408   420043C6
               -8              70               1              HB  1.93508   42004446
               -9              70               1              HB  1.00788   420044C6
              -10              70               1              HB  1.25979   42004546
              -11              70               1              HB  1.40579   420045C6
              -12              70               1              HB  1.47519   42004646
              -13              70               1              HB  1.20911   420046C6
              -14              70               1              HB  1.78836   42004746
              -15              70               1              HB  1.77236   420047C6
              -15              70               2              HB  1.18488   420087C6
              -16              70               1              HB  1.43222   42004846
              -16              70               2              HB  1.02521   42008846
               -1              71               1              HB  1.52167   420040C7
               -2              71               1              HB  1.73445   42004147
               -3              71               1              HB  1.67509   420041C7
               -4              71               1              HB  1.19518   42004247
               -5              71               1              HB  1.94417   420042C7
               -6              71               1              HB  1.29727   42004347
               -7              71               1              HB  1.59534   420043C7
               -8              71               1              HB  0.90267   42004447
               -9              71               1              HB  1.17962   420044C7
              -10              71               1              HB  1.07170   42004547
              -11              71               1              HB  1.81978   420045C7
              -12              71               1              HB  1.83531   42004647
              -13              71               1              HB  1.23752   420046C7
              -14              71               1              HB  1.54108   42004747
              -15              71               1              HB  1.68278   420047C7
              -15              71               2              HB  1.18523   420087C7
              -16              71               1              HB  1.46147   42004847
              -16              71               2              HB  1.19793   42008847
               -1              72               1              HB  0.99363   420040C8
               -2              72               1              HB  1.28881   42004148
               -3              72               1              HB  1.87756   420041C8
               -4              72               1              HB  1.48973   42004248
               -5              72               1              HB  1.62161   420042C8
               -6              72               1              HB  1.50444   42004348
               -7              72               1              HB  1.47081   420043C8
               -8              72               1              HB  1.39843   42004448
               -9              72               1              HB  1.26240   420044C8
              -10              72               1              HB  1.29061   42004548
