#             eta             phi             dep             det            Mask       FGBitInfo           auxi1           auxi2
               12              43               2              HB               0         2883614               0               0 
               12              43               3              HB               0         2883614               0               0 
               12              43               4              HB               0         2883614               0               0 
               13              43               1              HB               0         2883614               0               0 
               13              43               2              HB               0         2883614               0               0 
               13              43               3              HB               0         2883614               0               0 
               13              43               4              HB               0         2883614               0               0 
               14              43               1              HB               0         2883614               0               0 
               14              43               2              HB               0         2883614               0               0 
               14              43               3              HB               0         2883614               0               0 
               14              43               4              HB               0         2883614               0               0 
               15              43               1              HB               0         2883614               0               0 
               15              43               2              HB               0         2883614               0               0 
               15              43               3              HB               0         2883614               0               0 
               15              43               4              HB               0         2883614               0               0 
               16              43               1              HB               0         2883614               0               0 
               16              43               2              HB               0         2883614               0               0 
               16              43               3              HB               0         2883614               0               0 
                1              44               1              HB               0         2883614               0               0 
                1              44               2              HB               0         2883614               0               0 
                1              44               3              HB               0         2883614               0               0 
                1              44               4              HB               0         2883614               0               0 
                2              44               1              HB               0         2883614               0               0 
                2              44               2              HB               0         2883614               0               0 
                2              44               3              HB               0         2883614               0               0 
                2              44               4              HB               0         2883614               0               0 
                3              44               1              HB               0         2883614               0               0 
                3              44               2              HB               0         2883614               0               0 
                3              44               3              HB               0         2883614               0               0 
                3              44               4              HB               0         2883614               0               0 
                4              44               1              HB               0         2883614               0               0 
                4              44               2              HB               0         2883614               0               0 
                4              44               3              HB               0         2883614               0               0 
                4              44               4              HB               0         2883614               0               0 
                5              44               1              HB               0         2883614               0               0 
                5              44               2              HB               0         2883614               0               0 
                5              44               3              HB               0         2883614               0               0 
                5              44               4              HB               0         2883614               0               0 
                6              44               1              HB               0         2883614               0               0 
                6              44               2              HB               0         2883614               0               0 
                6              44               3              HB               0         2883614               0               0 
                6              44               4              HB               0         2883614               0               0 
                7              44               1              HB               0         2883614               0               0 
                7              44               2              HB               0         2883614               0               0 
                7              44               3              HB               0         2883614               0               0 
                7              44               4              HB               0         2883614               0               0 
                8              44               1              HB               0         2883614               0               0 
                8              44               2              HB               0         2883614               0               0 
                8              44               3              HB               0         2883614               0               0 
                8              44               4              HB               0         2883614               0               0 
                9              44               1              HB               0         2883614               0               0 
                9              44               2              HB               0         2883614               0               0 
                9              44               3              HB               0         2883614               0               0 
                9              44               4              HB               0         2883614               0               0 
               10              44               1              HB               0         2883614               0               0 
               10              44               2              HB               0         2883614               0               0 
               10              44               3              HB               0         2883614               0               0 
               10              44               4              HB               0         2883614               0               0 
               11              44               1              HB               0         2883614               0               0 
               11              44               2              HB               0         2883614               0               0 
               11              44               3              HB               0         2883614               0               0 
               11              44               4              HB               0         2883614               0               0 
               12              44               1              HB               0         2883614               0               0 
               12              44               2              HB               0         2883614               0               0 
               12              44               3              HB               0         2883614               0               0 
               12              44               4              HB               0         2883614               0               0 
               13              44               1              HB               0         2883614               0               0 
               13              44               2              HB               0         2883614               0               0 
               13              44               3              HB               0         2883614               0               0 
               13              44               4              HB               0         2883614               0               0 
               14              44               1              HB               0         2883614               0               0 
               14              44               2              HB               0         2883614               0               0 
               14              44               3              HB               0         2883614               0               0 
               14              44               4              HB               0         2883614               0               0 
               15              44               1              HB               0         2883614               0               0 
               15              44               2              HB               0         2883614               0               0 
               15              44               3              HB               0         2883614               0               0 
               15              44               4              HB               0         2883614               0               0 
               16              44               1              HB               0         2883614               0               0 
               16              44               2              HB               0         2883614               0               0 
               16              44               3              HB               0         2883614               0               0 
                1              45               1              HB               0         2883614               0               0 
                1              45               2              HB               0         2883614               0               0 
                1              45               3              HB               0         2883614               0               0 
                1              45               4              HB               0         2883614               0               0 
                2              45               1              HB               0         2883614               0               0 
                2              45               2              HB               0         2883614               0               0 
                2              45               3              HB               0         2883614               0               0 
                2              45               4              HB               0         2883614               0               0 
                3              45               1              HB               0         2883614               0               0 
                3              45               2              HB               0         2883614               0               0 
                3              45               3              HB               0         2883614               0               0 
                3              45               4              HB               0         2883614               0               0 
                4              45               1              HB               0         2883614               0               0 
                4              45               2              HB               0         2883614               0               0 
                4              45               3              HB               0         2883614               0               0 
                4              45               4              HB               0         2883614               0               0 
                5              45               1              HB               0         2883614               0               0 
                5              45               2              HB               0         2883614               0               0 
                5              45               3              HB               0         2883614               0               0 
                5              45               4              HB               0         2883614               0               0 
                6              45               1              HB               0         2883614               0               0 
                6              45               2              HB               0         2883614               0               0 
                6              45               3              HB               0         2883614               0               0 
                6              45               4              HB               0         2883614               0               0 
                7              45               1              HB               0         2883614               0               0 
                7              45               2              HB               0         2883614               0               0 
                7              45               3              HB               0         2883614               0               0 
                7              45               4              HB               0         2883614               0               0 
                8              45               1              HB               0         2883614               0               0 
                8              45               2              HB               0         2883614               0               0 
                8              45               3              HB               0         2883614               0               0 
                8              45               4              HB               0         2883614               0               0 
                9              45               1              HB               0         2883614               0               0 
                9              45               2              HB               0         2883614               0               0 
                9              45               3              HB               0         2883614               0               0 
                9              45               4              HB               0         2883614               0               0 
               10              45               1              HB               0         2883614               0               0 
               10              45               2              HB               0         2883614               0               0 
               10              45               3              HB               0         2883614               0               0 
               10              45               4              HB               0         2883614               0               0 
               11              45               1              HB               0         2883614               0               0 
               11              45               2              HB               0         2883614               0               0 
               11              45               3              HB               0         2883614               0               0 
               11              45               4              HB               0         2883614               0               0 
               12              45               1              HB               0         2883614               0               0 
               12              45               2              HB               0         2883614               0               0 
               12              45               3              HB               0         2883614               0               0 
               12              45               4              HB               0         2883614               0               0 
               13              45               1              HB               0         2883614               0               0 
               13              45               2              HB               0         2883614               0               0 
               13              45               3              HB               0         2883614               0               0 
               13              45               4              HB               0         2883614               0               0 
               14              45               1              HB               0         2883614               0               0 
               14              45               2              HB               0         2883614               0               0 
               14              45               3              HB               0         2883614               0               0 
               14              45               4              HB               0         2883614               0               0 
               15              45               1              HB               0         2883614               0               0 
               15              45               2              HB               0         2883614               0               0 
               15              45               3              HB               0         2883614               0               0 
               15              45               4              HB               0         2883614               0               0 
               16              45               1              HB               0         2883614               0               0 
               16              45               2              HB               0         2883614               0               0 
               16              45               3              HB               0         2883614               0               0 
                1              46               1              HB               0         2883614               0               0 
                1              46               2              HB               0         2883614               0               0 
                1              46               3              HB               0         2883614               0               0 
                1              46               4              HB               0         2883614               0               0 
                2              46               1              HB               0         2883614               0               0 
                2              46               2              HB               0         2883614               0               0 
                2              46               3              HB               0         2883614               0               0 
                2              46               4              HB               0         2883614               0               0 
                3              46               1              HB               0         2883614               0               0 
                3              46               2              HB               0         2883614               0               0 
                3              46               3              HB               0         2883614               0               0 
                3              46               4              HB               0         2883614               0               0 
                4              46               1              HB               0         2883614               0               0 
                4              46               2              HB               0         2883614               0               0 
                4              46               3              HB               0         2883614               0               0 
                4              46               4              HB               0         2883614               0               0 
                5              46               1              HB               0         2883614               0               0 
                5              46               2              HB               0         2883614               0               0 
                5              46               3              HB               0         2883614               0               0 
                5              46               4              HB               0         2883614               0               0 
                6              46               1              HB               0         2883614               0               0 
                6              46               2              HB               0         2883614               0               0 
                6              46               3              HB               0         2883614               0               0 
                6              46               4              HB               0         2883614               0               0 
                7              46               1              HB               0         2883614               0               0 
                7              46               2              HB               0         2883614               0               0 
                7              46               3              HB               0         2883614               0               0 
                7              46               4              HB               0         2883614               0               0 
                8              46               1              HB               0         2883614               0               0 
                8              46               2              HB               0         2883614               0               0 
                8              46               3              HB               0         2883614               0               0 
                8              46               4              HB               0         2883614               0               0 
                9              46               1              HB               0         2883614               0               0 
                9              46               2              HB               0         2883614               0               0 
                9              46               3              HB               0         2883614               0               0 
                9              46               4              HB               0         2883614               0               0 
               10              46               1              HB               0         2883614               0               0 
               10              46               2              HB               0         2883614               0               0 
               10              46               3              HB               0         2883614               0               0 
               10              46               4              HB               0         2883614               0               0 
               11              46               1              HB               0         2883614               0               0 
               11              46               2              HB               0         2883614               0               0 
               11              46               3              HB               0         2883614               0               0 
               11              46               4              HB               0         2883614               0               0 
               12              46               1              HB               0         2883614               0               0 
               12              46               2              HB               0         2883614               0               0 
               12              46               3              HB               0         2883614               0               0 
               12              46               4              HB               0         2883614               0               0 
               13              46               1              HB               0         2883614               0               0 
               13              46               2              HB               0         2883614               0               0 
               13              46               3              HB               0         2883614               0               0 
               13              46               4              HB               0         2883614               0               0 
               14              46               1              HB               0         2883614               0               0 
               14              46               2              HB               0         2883614               0               0 
               14              46               3              HB               0         2883614               0               0 
               14              46               4              HB               0         2883614               0               0 
               15              46               1              HB               0         2883614               0               0 
               15              46               2              HB               0         2883614               0               0 
               15              46               3              HB               0         2883614               0               0 
               15              46               4              HB               0         2883614               0               0 
               16              46               1              HB               0         2883614               0               0 
               16              46               2              HB               0         2883614               0               0 
               16              46               3              HB               0         2883614               0               0 
                1              47               1              HB               0         2883614               0               0 
                1              47               2              HB               0         2883614               0               0 
                1              47               3              HB               0         2883614               0               0 
                1              47               4              HB               0         2883614               0               0 
                2              47               1              HB               0         2883614               0               0 
                2              47               2              HB               0         2883614               0               0 
                2              47               3              HB               0         2883614               0               0 
                2              47               4              HB               0         2883614               0               0 
                3              47               1              HB               0         2883614               0               0 
                3              47               2              HB               0         2883614               0               0 
                3              47               3              HB               0         2883614               0               0 
                3              47               4              HB               0         2883614               0               0 
                4              47               1              HB               0         2883614               0               0 
                4              47               2              HB               0         2883614               0               0 
                4              47               3              HB               0         2883614               0               0 
                4              47               4              HB               0         2883614               0               0 
                5              47               1              HB               0         2883614               0               0 
                5              47               2              HB               0         2883614               0               0 
                5              47               3              HB               0         2883614               0               0 
                5              47               4              HB               0         2883614               0               0 
                6              47               1              HB               0         2883614               0               0 
                6              47               2              HB               0         2883614               0               0 
                6              47               3              HB               0         2883614               0               0 
                6              47               4              HB               0         2883614               0               0 
                7              47               1              HB               0         2883614               0               0 
                7              47               2              HB               0         2883614               0               0 
                7              47               3              HB               0         2883614               0               0 
                7              47               4              HB               0         2883614               0               0 
                8              47               1              HB               0         2883614               0               0 
                8              47               2              HB               0         2883614               0               0 
                8              47               3              HB               0         2883614               0               0 
                8              47               4              HB               0         2883614               0               0 
                9              47               1              HB               0         2883614               0               0 
                9              47               2              HB               0         2883614               0               0 
                9              47               3              HB               0         2883614               0               0 
                9              47               4              HB               0         2883614               0               0 
               10              47               1              HB               0         2883614               0               0 
               10              47               2              HB               0         2883614               0               0 
               10              47               3              HB               0         2883614               0               0 
               10              47               4              HB               0         2883614               0               0 
               11              47               1              HB               0         2883614               0               0 
               11              47               2              HB               0         2883614               0               0 
               11              47               3              HB               0         2883614               0               0 
               11              47               4              HB               0         2883614               0               0 
               12              47               1              HB               0         2883614               0               0 
               12              47               2              HB               0         2883614               0               0 
               12              47               3              HB               0         2883614               0               0 
               12              47               4              HB               0         2883614               0               0 
               13              47               1              HB               0         2883614               0               0 
               13              47               2              HB               0         2883614               0               0 
               13              47               3              HB               0         2883614               0               0 
               13              47               4              HB               0         2883614               0               0 
               14              47               1              HB               0         2883614               0               0 
               14              47               2              HB               0         2883614               0               0 
               14              47               3              HB               0         2883614               0               0 
               14              47               4              HB               0         2883614               0               0 
               15              47               1              HB               0         2883614               0               0 
               15              47               2              HB               0         2883614               0               0 
               15              47               3              HB               0         2883614               0               0 
               15              47               4              HB               0         2883614               0               0 
               16              47               1              HB               0         2883614               0               0 
               16              47               2              HB               0         2883614               0               0 
               16              47               3              HB               0         2883614               0               0 
                1              48               1              HB               0         2883614               0               0 
                1              48               2              HB               0         2883614               0               0 
                1              48               3              HB               0         2883614               0               0 
                1              48               4              HB               0         2883614               0               0 
                2              48               1              HB               0         2883614               0               0 
                2              48               2              HB               0         2883614               0               0 
                2              48               3              HB               0         2883614               0               0 
                2              48               4              HB               0         2883614               0               0 
                3              48               1              HB               0         2883614               0               0 
                3              48               2              HB               0         2883614               0               0 
                3              48               3              HB               0         2883614               0               0 
                3              48               4              HB               0         2883614               0               0 
                4              48               1              HB               0         2883614               0               0 
                4              48               2              HB               0         2883614               0               0 
                4              48               3              HB               0         2883614               0               0 
                4              48               4              HB               0         2883614               0               0 
                5              48               1              HB               0         2883614               0               0 
                5              48               2              HB               0         2883614               0               0 
                5              48               3              HB               0         2883614               0               0 
                5              48               4              HB               0         2883614               0               0 
                6              48               1              HB               0         2883614               0               0 
                6              48               2              HB               0         2883614               0               0 
                6              48               3              HB               0         2883614               0               0 
                6              48               4              HB               0         2883614               0               0 
                7              48               1              HB               0         2883614               0               0 
                7              48               2              HB               0         2883614               0               0 
                7              48               3              HB               0         2883614               0               0 
                7              48               4              HB               0         2883614               0               0 
                8              48               1              HB               0         2883614               0               0 
                8              48               2              HB               0         2883614               0               0 
                8              48               3              HB               0         2883614               0               0 
                8              48               4              HB               0         2883614               0               0 
                9              48               1              HB               0         2883614               0               0 
                9              48               2              HB               0         2883614               0               0 
                9              48               3              HB               0         2883614               0               0 
                9              48               4              HB               0         2883614               0               0 
               10              48               1              HB               0         2883614               0               0 
               10              48               2              HB               0         2883614               0               0 
               10              48               3              HB               0         2883614               0               0 
               10              48               4              HB               0         2883614               0               0 
               11              48               1              HB               0         2883614               0               0 
               11              48               2              HB               0         2883614               0               0 
               11              48               3              HB               0         2883614               0               0 
               11              48               4              HB               0         2883614               0               0 
               12              48               1              HB               0         2883614               0               0 
               12              48               2              HB               0         2883614               0               0 
               12              48               3              HB               0         2883614               0               0 
               12              48               4              HB               0         2883614               0               0 
               13              48               1              HB               0         2883614               0               0 
               13              48               2              HB               0         2883614               0               0 
               13              48               3              HB               0         2883614               0               0 
               13              48               4              HB               0         2883614               0               0 
               14              48               1              HB               0         2883614               0               0 
               14              48               2              HB               0         2883614               0               0 
               14              48               3              HB               0         2883614               0               0 
               14              48               4              HB               0         2883614               0               0 
               15              48               1              HB               0         2883614               0               0 
               15              48               2              HB               0         2883614               0               0 
               15              48               3              HB               0         2883614               0               0 
               15              48               4              HB               0         2883614               0               0 
               16              48               1              HB               0         2883614               0               0 
               16              48               2              HB               0         2883614               0               0 
               16              48               3              HB               0         2883614               0               0 
                1              49               1              HB               0         2883614               0               0 
                1              49               2              HB               0         2883614               0               0 
                1              49               3              HB               0         2883614               0               0 
                1              49               4              HB               0         2883614               0               0 
                2              49               1              HB               0         2883614               0               0 
                2              49               2              HB               0         2883614               0               0 
                2              49               3              HB               0         2883614               0               0 
                2              49               4              HB               0         2883614               0               0 
                3              49               1              HB               0         2883614               0               0 
                3              49               2              HB               0         2883614               0               0 
                3              49               3              HB               0         2883614               0               0 
