#     Non-channel data
  RctLsb  0.50000
    Gain  0.17700
#             eta             phi             dep             det   Rcalib  LutGranularity  OutputLutThreshold      DetId
               -6              61               1              HB  1.20000               1                   0   4200433D
               -7              61               1              HB  1.20000               1                   0   420043BD
               -8              61               1              HB  1.20000               1                   0   4200443D
               -9              61               1              HB  1.20000               1                   0   420044BD
              -10              61               1              HB  1.20000               1                   0   4200453D
              -11              61               1              HB  1.20000               1                   0   420045BD
              -12              61               1              HB  1.20000               1                   0   4200463D
              -13              61               1              HB  1.20000               1                   0   420046BD
              -14              61               1              HB  1.20000               1                   0   4200473D
              -15              61               1              HB  1.20000               1                   0   420047BD
              -15              61               2              HB  1.20000               1                   0   420087BD
              -16              61               1              HB  1.20000               1                   0   4200483D
              -16              61               2              HB  1.20000               1                   0   4200883D
               -1              62               1              HB  1.20000               1                   0   420040BE
               -2              62               1              HB  1.20000               1                   0   4200413E
               -3              62               1              HB  1.20000               1                   0   420041BE
               -4              62               1              HB  1.20000               1                   0   4200423E
               -5              62               1              HB  1.20000               1                   0   420042BE
               -6              62               1              HB  1.20000               1                   0   4200433E
               -7              62               1              HB  1.20000               1                   0   420043BE
               -8              62               1              HB  1.20000               1                   0   4200443E
               -9              62               1              HB  1.20000               1                   0   420044BE
              -10              62               1              HB  1.20000               1                   0   4200453E
              -11              62               1              HB  1.20000               1                   0   420045BE
              -12              62               1              HB  1.20000               1                   0   4200463E
              -13              62               1              HB  1.20000               1                   0   420046BE
              -14              62               1              HB  1.20000               1                   0   4200473E
              -15              62               1              HB  1.20000               1                   0   420047BE
              -15              62               2              HB  1.20000               1                   0   420087BE
              -16              62               1              HB  1.20000               1                   0   4200483E
              -16              62               2              HB  1.20000               1                   0   4200883E
               -1              63               1              HB  1.20000               1                   0   420040BF
               -2              63               1              HB  1.20000               1                   0   4200413F
               -3              63               1              HB  1.20000               1                   0   420041BF
               -4              63               1              HB  1.20000               1                   0   4200423F
               -5              63               1              HB  1.20000               1                   0   420042BF
               -6              63               1              HB  1.20000               1                   0   4200433F
               -7              63               1              HB  1.20000               1                   0   420043BF
               -8              63               1              HB  1.20000               1                   0   4200443F
               -9              63               1              HB  1.20000               1                   0   420044BF
              -10              63               1              HB  1.20000               1                   0   4200453F
              -11              63               1              HB  1.20000               1                   0   420045BF
              -12              63               1              HB  1.20000               1                   0   4200463F
              -13              63               1              HB  1.20000               1                   0   420046BF
              -14              63               1              HB  1.20000               1                   0   4200473F
              -15              63               1              HB  1.20000               1                   0   420047BF
              -15              63               2              HB  1.20000               1                   0   420087BF
              -16              63               1              HB  1.20000               1                   0   4200483F
              -16              63               2              HB  1.20000               1                   0   4200883F
               -1              64               1              HB  1.20000               1                   0   420040C0
               -2              64               1              HB  1.20000               1                   0   42004140
               -3              64               1              HB  1.20000               1                   0   420041C0
               -4              64               1              HB  1.20000               1                   0   42004240
               -5              64               1              HB  1.20000               1                   0   420042C0
               -6              64               1              HB  1.20000               1                   0   42004340
               -7              64               1              HB  1.20000               1                   0   420043C0
               -8              64               1              HB  1.20000               1                   0   42004440
               -9              64               1              HB  1.20000               1                   0   420044C0
              -10              64               1              HB  1.20000               1                   0   42004540
              -11              64               1              HB  1.20000               1                   0   420045C0
              -12              64               1              HB  1.20000               1                   0   42004640
              -13              64               1              HB  1.20000               1                   0   420046C0
              -14              64               1              HB  1.20000               1                   0   42004740
              -15              64               1              HB  1.20000               1                   0   420047C0
              -15              64               2              HB  1.20000               1                   0   420087C0
              -16              64               1              HB  1.20000               1                   0   42004840
              -16              64               2              HB  1.20000               1                   0   42008840
               -1              65               1              HB  1.20000               1                   0   420040C1
               -2              65               1              HB  1.20000               1                   0   42004141
               -3              65               1              HB  1.20000               1                   0   420041C1
               -4              65               1              HB  1.20000               1                   0   42004241
               -5              65               1              HB  1.20000               1                   0   420042C1
               -6              65               1              HB  1.20000               1                   0   42004341
               -7              65               1              HB  1.20000               1                   0   420043C1
               -8              65               1              HB  1.20000               1                   0   42004441
               -9              65               1              HB  1.20000               1                   0   420044C1
              -10              65               1              HB  1.20000               1                   0   42004541
              -11              65               1              HB  1.20000               1                   0   420045C1
              -12              65               1              HB  1.20000               1                   0   42004641
              -13              65               1              HB  1.20000               1                   0   420046C1
              -14              65               1              HB  1.20000               1                   0   42004741
              -15              65               1              HB  1.20000               1                   0   420047C1
              -15              65               2              HB  1.20000               1                   0   420087C1
              -16              65               1              HB  1.20000               1                   0   42004841
              -16              65               2              HB  1.20000               1                   0   42008841
               -1              66               1              HB  1.20000               1                   0   420040C2
               -2              66               1              HB  1.20000               1                   0   42004142
               -3              66               1              HB  1.20000               1                   0   420041C2
               -4              66               1              HB  1.20000               1                   0   42004242
               -5              66               1              HB  1.20000               1                   0   420042C2
               -6              66               1              HB  1.20000               1                   0   42004342
               -7              66               1              HB  1.20000               1                   0   420043C2
               -8              66               1              HB  1.20000               1                   0   42004442
               -9              66               1              HB  1.20000               1                   0   420044C2
              -10              66               1              HB  1.20000               1                   0   42004542
              -11              66               1              HB  1.20000               1                   0   420045C2
              -12              66               1              HB  1.20000               1                   0   42004642
              -13              66               1              HB  1.20000               1                   0   420046C2
              -14              66               1              HB  1.20000               1                   0   42004742
              -15              66               1              HB  1.20000               1                   0   420047C2
              -15              66               2              HB  1.20000               1                   0   420087C2
              -16              66               1              HB  1.20000               1                   0   42004842
              -16              66               2              HB  1.20000               1                   0   42008842
               -1              67               1              HB  1.20000               1                   0   420040C3
               -2              67               1              HB  1.20000               1                   0   42004143
               -3              67               1              HB  1.20000               1                   0   420041C3
               -4              67               1              HB  1.20000               1                   0   42004243
               -5              67               1              HB  1.20000               1                   0   420042C3
               -6              67               1              HB  1.20000               1                   0   42004343
               -7              67               1              HB  1.20000               1                   0   420043C3
               -8              67               1              HB  1.20000               1                   0   42004443
               -9              67               1              HB  1.20000               1                   0   420044C3
              -10              67               1              HB  1.20000               1                   0   42004543
              -11              67               1              HB  1.20000               1                   0   420045C3
              -12              67               1              HB  1.20000               1                   0   42004643
              -13              67               1              HB  1.20000               1                   0   420046C3
              -14              67               1              HB  1.20000               1                   0   42004743
              -15              67               1              HB  1.20000               1                   0   420047C3
              -15              67               2              HB  1.20000               1                   0   420087C3
              -16              67               1              HB  1.20000               1                   0   42004843
              -16              67               2              HB  1.20000               1                   0   42008843
               -1              68               1              HB  1.20000               1                   0   420040C4
               -2              68               1              HB  1.20000               1                   0   42004144
               -3              68               1              HB  1.20000               1                   0   420041C4
               -4              68               1              HB  1.20000               1                   0   42004244
               -5              68               1              HB  1.20000               1                   0   420042C4
               -6              68               1              HB  1.20000               1                   0   42004344
               -7              68               1              HB  1.20000               1                   0   420043C4
               -8              68               1              HB  1.20000               1                   0   42004444
               -9              68               1              HB  1.20000               1                   0   420044C4
              -10              68               1              HB  1.20000               1                   0   42004544
              -11              68               1              HB  1.20000               1                   0   420045C4
              -12              68               1              HB  1.20000               1                   0   42004644
              -13              68               1              HB  1.20000               1                   0   420046C4
              -14              68               1              HB  1.20000               1                   0   42004744
              -15              68               1              HB  1.20000               1                   0   420047C4
              -15              68               2              HB  1.20000               1                   0   420087C4
              -16              68               1              HB  1.20000               1                   0   42004844
              -16              68               2              HB  1.20000               1                   0   42008844
               -1              69               1              HB  1.20000               1                   0   420040C5
               -2              69               1              HB  1.20000               1                   0   42004145
               -3              69               1              HB  1.20000               1                   0   420041C5
               -4              69               1              HB  1.20000               1                   0   42004245
               -5              69               1              HB  1.20000               1                   0   420042C5
               -6              69               1              HB  1.20000               1                   0   42004345
               -7              69               1              HB  1.20000               1                   0   420043C5
               -8              69               1              HB  1.20000               1                   0   42004445
               -9              69               1              HB  1.20000               1                   0   420044C5
              -10              69               1              HB  1.20000               1                   0   42004545
              -11              69               1              HB  1.20000               1                   0   420045C5
              -12              69               1              HB  1.20000               1                   0   42004645
              -13              69               1              HB  1.20000               1                   0   420046C5
              -14              69               1              HB  1.20000               1                   0   42004745
              -15              69               1              HB  1.20000               1                   0   420047C5
              -15              69               2              HB  1.20000               1                   0   420087C5
              -16              69               1              HB  1.20000               1                   0   42004845
              -16              69               2              HB  1.20000               1                   0   42008845
               -1              70               1              HB  1.20000               1                   0   420040C6
               -2              70               1              HB  1.20000               1                   0   42004146
               -3              70               1              HB  1.20000               1                   0   420041C6
               -4              70               1              HB  1.20000               1                   0   42004246
               -5              70               1              HB  1.20000               1                   0   420042C6
               -6              70               1              HB  1.20000               1                   0   42004346
               -7              70               1              HB  1.20000               1                   0   420043C6
               -8              70               1              HB  1.20000               1                   0   42004446
               -9              70               1              HB  1.20000               1                   0   420044C6
              -10              70               1              HB  1.20000               1                   0   42004546
              -11              70               1              HB  1.20000               1                   0   420045C6
              -12              70               1              HB  1.20000               1                   0   42004646
              -13              70               1              HB  1.20000               1                   0   420046C6
              -14              70               1              HB  1.20000               1                   0   42004746
              -15              70               1              HB  1.20000               1                   0   420047C6
              -15              70               2              HB  1.20000               1                   0   420087C6
              -16              70               1              HB  1.20000               1                   0   42004846
              -16              70               2              HB  1.20000               1                   0   42008846
               -1              71               1              HB  1.20000               1                   0   420040C7
               -2              71               1              HB  1.20000               1                   0   42004147
               -3              71               1              HB  1.20000               1                   0   420041C7
               -4              71               1              HB  1.20000               1                   0   42004247
               -5              71               1              HB  1.20000               1                   0   420042C7
               -6              71               1              HB  1.20000               1                   0   42004347
               -7              71               1              HB  1.20000               1                   0   420043C7
               -8              71               1              HB  1.20000               1                   0   42004447
               -9              71               1              HB  1.20000               1                   0   420044C7
              -10              71               1              HB  1.20000               1                   0   42004547
              -11              71               1              HB  1.20000               1                   0   420045C7
              -12              71               1              HB  1.20000               1                   0   42004647
              -13              71               1              HB  1.20000               1                   0   420046C7
              -14              71               1              HB  1.20000               1                   0   42004747
              -15              71               1              HB  1.20000               1                   0   420047C7
              -15              71               2              HB  1.20000               1                   0   420087C7
              -16              71               1              HB  1.20000               1                   0   42004847
              -16              71               2              HB  1.20000               1                   0   42008847
               -1              72               1              HB  1.20000               1                   0   420040C8
               -2              72               1              HB  1.20000               1                   0   42004148
               -3              72               1              HB  1.20000               1                   0   420041C8
               -4              72               1              HB  1.20000               1                   0   42004248
               -5              72               1              HB  1.20000               1                   0   420042C8
               -6              72               1              HB  1.20000               1                   0   42004348
               -7              72               1              HB  1.20000               1                   0   420043C8
               -8              72               1              HB  1.20000               1                   0   42004448
               -9              72               1              HB  1.20000               1                   0   420044C8
              -10              72               1              HB  1.20000               1                   0   42004548
              -11              72               1              HB  1.20000               1                   0   420045C8
              -12              72               1              HB  1.20000               1                   0   42004648
              -13              72               1              HB  1.20000               1                   0   420046C8
              -14              72               1              HB  1.20000               1                   0   42004748
              -15              72               1              HB  1.20000               1                   0   420047C8
              -15              72               2              HB  1.20000               1                   0   420087C8
              -16              72               1              HB  1.20000               1                   0   42004848
              -16              72               2              HB  1.20000               1                   0   42008848
                1               1               1              HB  1.20000               1                   0   42006081
                2               1               1              HB  1.20000               1                   0   42006101
                3               1               1              HB  1.20000               1                   0   42006181
                4               1               1              HB  1.20000               1                   0   42006201
                5               1               1              HB  1.20000               1                   0   42006281
                6               1               1              HB  1.20000               1                   0   42006301
                7               1               1              HB  1.20000               1                   0   42006381
                8               1               1              HB  1.20000               1                   0   42006401
                9               1               1              HB  1.20000               1                   0   42006481
               10               1               1              HB  1.20000               1                   0   42006501
               11               1               1              HB  1.20000               1                   0   42006581
               12               1               1              HB  1.20000               1                   0   42006601
               13               1               1              HB  1.20000               1                   0   42006681
               14               1               1              HB  1.20000               1                   0   42006701
               15               1               1              HB  1.20000               1                   0   42006781
               15               1               2              HB  1.20000               1                   0   4200A781
               16               1               1              HB  1.20000               1                   0   42006801
               16               1               2              HB  1.20000               1                   0   4200A801
                1               2               1              HB  1.20000               1                   0   42006082
                2               2               1              HB  1.20000               1                   0   42006102
                3               2               1              HB  1.20000               1                   0   42006182
                4               2               1              HB  1.20000               1                   0   42006202
                5               2               1              HB  1.20000               1                   0   42006282
                6               2               1              HB  1.20000               1                   0   42006302
                7               2               1              HB  1.20000               1                   0   42006382
                8               2               1              HB  1.20000               1                   0   42006402
                9               2               1              HB  1.20000               1                   0   42006482
               10               2               1              HB  1.20000               1                   0   42006502
               11               2               1              HB  1.20000               1                   0   42006582
               12               2               1              HB  1.20000               1                   0   42006602
               13               2               1              HB  1.20000               1                   0   42006682
               14               2               1              HB  1.20000               1                   0   42006702
               15               2               1              HB  1.20000               1                   0   42006782
               15               2               2              HB  1.20000               1                   0   4200A782
               16               2               1              HB  1.20000               1                   0   42006802
               16               2               2              HB  1.20000               1                   0   4200A802
                1               3               1              HB  1.20000               1                   0   42006083
                2               3               1              HB  1.20000               1                   0   42006103
                3               3               1              HB  1.20000               1                   0   42006183
                4               3               1              HB  1.20000               1                   0   42006203
                5               3               1              HB  1.20000               1                   0   42006283
                6               3               1              HB  1.20000               1                   0   42006303
                7               3               1              HB  1.20000               1                   0   42006383
                8               3               1              HB  1.20000               1                   0   42006403
                9               3               1              HB  1.20000               1                   0   42006483
               10               3               1              HB  1.20000               1                   0   42006503
               11               3               1              HB  1.20000               1                   0   42006583
               12               3               1              HB  1.20000               1                   0   42006603
               13               3               1              HB  1.20000               1                   0   42006683
               14               3               1              HB  1.20000               1                   0   42006703
               15               3               1              HB  1.20000               1                   0   42006783
               15               3               2              HB  1.20000               1                   0   4200A783
               16               3               1              HB  1.20000               1                   0   42006803
               16               3               2              HB  1.20000               1                   0   4200A803
                1               4               1              HB  1.20000               1                   0   42006084
                2               4               1              HB  1.20000               1                   0   42006104
                3               4               1              HB  1.20000               1                   0   42006184
                4               4               1              HB  1.20000               1                   0   42006204
                5               4               1              HB  1.20000               1                   0   42006284
                6               4               1              HB  1.20000               1                   0   42006304
                7               4               1              HB  1.20000               1                   0   42006384
                8               4               1              HB  1.20000               1                   0   42006404
                9               4               1              HB  1.20000               1                   0   42006484
               10               4               1              HB  1.20000               1                   0   42006504
               11               4               1              HB  1.20000               1                   0   42006584
               12               4               1              HB  1.20000               1                   0   42006604
               13               4               1              HB  1.20000               1                   0   42006684
               14               4               1              HB  1.20000               1                   0   42006704
               15               4               1              HB  1.20000               1                   0   42006784
               15               4               2              HB  1.20000               1                   0   4200A784
               16               4               1              HB  1.20000               1                   0   42006804
               16               4               2              HB  1.20000               1                   0   4200A804
                1               5               1              HB  1.20000               1                   0   42006085
                2               5               1              HB  1.20000               1                   0   42006105
                3               5               1              HB  1.20000               1                   0   42006185
                4               5               1              HB  1.20000               1                   0   42006205
                5               5               1              HB  1.20000               1                   0   42006285
                6               5               1              HB  1.20000               1                   0   42006305
                7               5               1              HB  1.20000               1                   0   42006385
                8               5               1              HB  1.20000               1                   0   42006405
                9               5               1              HB  1.20000               1                   0   42006485
               10               5               1              HB  1.20000               1                   0   42006505
               11               5               1              HB  1.20000               1                   0   42006585
               12               5               1              HB  1.20000               1                   0   42006605
               13               5               1              HB  1.20000               1                   0   42006685
               14               5               1              HB  1.20000               1                   0   42006705
               15               5               1              HB  1.20000               1                   0   42006785
               15               5               2              HB  1.20000               1                   0   4200A785
               16               5               1              HB  1.20000               1                   0   42006805
               16               5               2              HB  1.20000               1                   0   4200A805
                1               6               1              HB  1.20000               1                   0   42006086
                2               6               1              HB  1.20000               1                   0   42006106
                3               6               1              HB  1.20000               1                   0   42006186
                4               6               1              HB  1.20000               1                   0   42006206
                5               6               1              HB  1.20000               1                   0   42006286
                6               6               1              HB  1.20000               1                   0   42006306
                7               6               1              HB  1.20000               1                   0   42006386
                8               6               1              HB  1.20000               1                   0   42006406
                9               6               1              HB  1.20000               1                   0   42006486
               10               6               1              HB  1.20000               1                   0   42006506
               11               6               1              HB  1.20000               1                   0   42006586
               12               6               1              HB  1.20000               1                   0   42006606
               13               6               1              HB  1.20000               1                   0   42006686
               14               6               1              HB  1.20000               1                   0   42006706
               15               6               1              HB  1.20000               1                   0   42006786
               15               6               2              HB  1.20000               1                   0   4200A786
               16               6               1              HB  1.20000               1                   0   42006806
               16               6               2              HB  1.20000               1                   0   4200A806
                1               7               1              HB  1.20000               1                   0   42006087
                2               7               1              HB  1.20000               1                   0   42006107
                3               7               1              HB  1.20000               1                   0   42006187
                4               7               1              HB  1.20000               1                   0   42006207
                5               7               1              HB  1.20000               1                   0   42006287
                6               7               1              HB  1.20000               1                   0   42006307
                7               7               1              HB  1.20000               1                   0   42006387
                8               7               1              HB  1.20000               1                   0   42006407
                9               7               1              HB  1.20000               1                   0   42006487
               10               7               1              HB  1.20000               1                   0   42006507
               11               7               1              HB  1.20000               1                   0   42006587
               12               7               1              HB  1.20000               1                   0   42006607
               13               7               1              HB  1.20000               1                   0   42006687
               14               7               1              HB  1.20000               1                   0   42006707
               15               7               1              HB  1.20000               1                   0   42006787
               15               7               2              HB  1.20000               1                   0   4200A787
               16               7               1              HB  1.20000               1                   0   42006807
               16               7               2              HB  1.20000               1                   0   4200A807
                1               8               1              HB  1.20000               1                   0   42006088
                2               8               1              HB  1.20000               1                   0   42006108
                3               8               1              HB  1.20000               1                   0   42006188
                4               8               1              HB  1.20000               1                   0   42006208
                5               8               1              HB  1.20000               1                   0   42006288
                6               8               1              HB  1.20000               1                   0   42006308
                7               8               1              HB  1.20000               1                   0   42006388
                8               8               1              HB  1.20000               1                   0   42006408
                9               8               1              HB  1.20000               1                   0   42006488
               10               8               1              HB  1.20000               1                   0   42006508
               11               8               1              HB  1.20000               1                   0   42006588
               12               8               1              HB  1.20000               1                   0   42006608
               13               8               1              HB  1.20000               1                   0   42006688
               14               8               1              HB  1.20000               1                   0   42006708
               15               8               1              HB  1.20000               1                   0   42006788
               15               8               2              HB  1.20000               1                   0   4200A788
               16               8               1              HB  1.20000               1                   0   42006808
               16               8               2              HB  1.20000               1                   0   4200A808
                1               9               1              HB  1.20000               1                   0   42006089
                2               9               1              HB  1.20000               1                   0   42006109
                3               9               1              HB  1.20000               1                   0   42006189
                4               9               1              HB  1.20000               1                   0   42006209
                5               9               1              HB  1.20000               1                   0   42006289
                6               9               1              HB  1.20000               1                   0   42006309
                7               9               1              HB  1.20000               1                   0   42006389
                8               9               1              HB  1.20000               1                   0   42006409
                9               9               1              HB  1.20000               1                   0   42006489
               10               9               1              HB  1.20000               1                   0   42006509
               11               9               1              HB  1.20000               1                   0   42006589
               12               9               1              HB  1.20000               1                   0   42006609
               13               9               1              HB  1.20000               1                   0   42006689
               14               9               1              HB  1.20000               1                   0   42006709
