[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_quark}
400 503 40 41 4 0 100 11.501 23.859
400 503 41 42 4 0 100 14.840 20.817
400 503 42 43 4 0 100 15.440 21.231
400 503 43 44 4 0 100 50.000 21.937
400 503 44 100 4 0 100 50.000 26.082
503 633 0 1 4 0 100 1.401 100.000
503 633 1 2 4 0 100 9.953 18.818
503 633 2 3 4 0 100 6.450 23.047
503 633 3 4 4 0 100 6.032 23.384
503 633 4 5 4 0 100 6.427 22.731
503 633 5 6 4 0 100 6.267 22.885
503 633 6 7 4 0 100 6.789 22.843
503 633 7 8 4 0 100 6.531 23.122
503 633 8 9 4 0 100 6.490 23.188
503 633 9 10 4 0 100 6.711 23.157
503 633 10 11 4 0 100 6.605 23.397
503 633 11 12 4 0 100 6.566 23.334
503 633 12 13 4 0 100 6.826 23.491
503 633 13 14 4 0 100 6.723 23.388
503 633 14 15 4 0 100 6.773 23.701
503 633 15 16 4 0 100 6.803 23.823
503 633 16 17 4 0 100 6.813 23.889
503 633 17 18 4 0 100 6.964 24.019
503 633 18 19 4 0 100 6.960 24.000
503 633 19 20 4 0 100 6.931 24.032
503 633 20 21 4 0 100 7.135 23.990
503 633 21 22 4 0 100 7.131 24.156
503 633 22 23 4 0 100 7.135 24.412
503 633 23 24 4 0 100 7.265 24.329
503 633 24 25 4 0 100 6.968 24.709
503 633 25 26 4 0 100 6.723 24.700
503 633 26 27 4 0 100 7.040 24.977
503 633 27 28 4 0 100 6.989 24.413
503 633 28 29 4 0 100 7.370 24.840
503 633 29 30 4 0 100 7.424 24.647
503 633 30 31 4 0 100 7.555 24.937
503 633 31 32 4 0 100 7.604 24.580
503 633 32 33 4 0 100 8.448 24.921
503 633 33 34 4 0 100 7.556 25.392
503 633 34 35 4 0 100 8.496 24.770
503 633 35 36 4 0 100 8.723 24.318
503 633 36 37 4 0 100 7.670 25.093
503 633 37 38 4 0 100 8.991 24.089
503 633 38 39 4 0 100 11.421 24.872
503 633 39 40 4 0 100 14.142 23.962
503 633 40 41 4 0 100 21.203 25.185
503 633 41 42 4 0 100 50.000 21.131
503 633 42 43 4 0 100 27.856 20.470
503 633 43 44 4 0 100 24.383 23.983
503 633 44 100 4 0 100 37.948 22.165
633 797 0 1 4 0 100 1.394 100.000
633 797 1 2 4 0 100 11.999 22.042
633 797 2 3 4 0 100 8.070 22.531
633 797 3 4 4 0 100 6.518 23.061
633 797 4 5 4 0 100 6.355 23.562
633 797 5 6 4 0 100 6.483 23.600
633 797 6 7 4 0 100 6.443 23.962
633 797 7 8 4 0 100 6.310 23.937
633 797 8 9 4 0 100 6.397 24.131
633 797 9 10 4 0 100 6.556 23.946
633 797 10 11 4 0 100 6.594 24.088
633 797 11 12 4 0 100 6.484 24.251
633 797 12 13 4 0 100 6.587 24.334
633 797 13 14 4 0 100 6.518 24.505
633 797 14 15 4 0 100 6.477 24.508
633 797 15 16 4 0 100 6.668 24.412
633 797 16 17 4 0 100 6.812 24.745
633 797 17 18 4 0 100 6.586 24.651
633 797 18 19 4 0 100 6.653 24.783
633 797 19 20 4 0 100 6.925 24.711
633 797 20 21 4 0 100 6.608 25.100
633 797 21 22 4 0 100 6.809 25.262
633 797 22 23 4 0 100 6.919 25.124
633 797 23 24 4 0 100 7.033 25.301
633 797 24 25 4 0 100 7.081 25.031
633 797 25 26 4 0 100 6.790 25.487
633 797 26 27 4 0 100 6.857 25.632
633 797 27 28 4 0 100 6.879 25.870
633 797 28 29 4 0 100 6.969 25.801
633 797 29 30 4 0 100 7.879 25.268
633 797 30 31 4 0 100 7.089 25.375
633 797 31 32 4 0 100 7.645 26.015
633 797 32 33 4 0 100 8.427 24.872
633 797 33 34 4 0 100 8.238 27.084
633 797 34 35 4 0 100 9.912 24.869
633 797 35 36 4 0 100 9.708 25.460
633 797 36 37 4 0 100 16.761 24.878
633 797 37 38 4 0 100 12.704 23.520
633 797 38 39 4 0 100 18.002 24.640
633 797 39 40 4 0 100 17.492 21.667
633 797 40 41 4 0 100 50.000 20.419
633 797 41 42 4 0 100 50.000 22.170
633 797 42 43 4 0 100 50.000 25.011
633 797 43 44 4 0 100 50.000 18.682
633 797 44 100 4 0 100 1.339 100.000
797 1003 0 1 4 0 100 1.474 100.000
797 1003 1 2 4 0 100 19.279 19.890
797 1003 2 3 4 0 100 8.467 22.671
797 1003 3 4 4 0 100 6.320 24.508
797 1003 4 5 4 0 100 6.452 24.088
797 1003 5 6 4 0 100 6.194 24.662
797 1003 6 7 4 0 100 6.301 24.816
797 1003 7 8 4 0 100 6.236 24.571
797 1003 8 9 4 0 100 6.321 24.703
797 1003 9 10 4 0 100 6.172 25.123
797 1003 10 11 4 0 100 6.519 24.716
797 1003 11 12 4 0 100 6.412 25.053
797 1003 12 13 4 0 100 6.617 24.718
797 1003 13 14 4 0 100 6.474 24.836
797 1003 14 15 4 0 100 6.720 24.938
797 1003 15 16 4 0 100 6.534 25.185
797 1003 16 17 4 0 100 6.544 25.153
797 1003 17 18 4 0 100 6.800 25.255
797 1003 18 19 4 0 100 6.532 25.732
797 1003 19 20 4 0 100 6.917 25.307
797 1003 20 21 4 0 100 6.915 25.404
797 1003 21 22 4 0 100 7.014 25.412
797 1003 22 23 4 0 100 6.829 25.718
797 1003 23 24 4 0 100 6.845 26.264
797 1003 24 25 4 0 100 6.378 26.413
797 1003 25 26 4 0 100 6.996 26.067
797 1003 26 27 4 0 100 7.380 25.219
797 1003 27 28 4 0 100 7.435 26.397
797 1003 28 29 4 0 100 6.690 26.294
797 1003 29 30 4 0 100 7.599 26.541
797 1003 30 31 4 0 100 8.534 25.414
797 1003 31 32 4 0 100 7.701 25.972
797 1003 32 33 4 0 100 9.122 27.746
797 1003 33 34 4 0 100 10.787 25.965
797 1003 34 35 4 0 100 14.320 25.820
797 1003 35 36 4 0 100 14.252 24.931
797 1003 36 37 4 0 100 30.047 22.640
797 1003 37 38 4 0 100 11.684 24.388
797 1003 38 39 4 0 100 8.509 29.332
797 1003 39 40 4 0 100 26.235 21.242
797 1003 40 41 4 0 100 30.663 22.745
797 1003 41 42 4 0 100 50.000 28.171
797 1003 42 43 4 0 100 1.331 100.000
797 1003 43 44 4 0 100 1.386 100.000
797 1003 44 100 4 0 100 1.376 100.000
1003 1262 1 2 4 0 100 17.826 18.619
1003 1262 2 3 4 0 100 10.137 21.801
1003 1262 3 4 4 0 100 8.491 23.245
1003 1262 4 5 4 0 100 6.150 24.585
1003 1262 5 6 4 0 100 6.016 24.833
1003 1262 6 7 4 0 100 6.162 25.184
1003 1262 7 8 4 0 100 6.255 25.471
1003 1262 8 9 4 0 100 6.501 24.784
1003 1262 9 10 4 0 100 6.710 24.836
1003 1262 10 11 4 0 100 6.165 25.139
1003 1262 11 12 4 0 100 6.505 24.679
1003 1262 12 13 4 0 100 6.618 24.687
1003 1262 13 14 4 0 100 6.535 25.378
1003 1262 14 15 4 0 100 6.477 24.987
1003 1262 15 16 4 0 100 6.427 25.287
1003 1262 16 17 4 0 100 6.828 25.029
1003 1262 17 18 4 0 100 7.117 25.329
1003 1262 18 19 4 0 100 6.737 25.817
1003 1262 19 20 4 0 100 6.806 25.728
1003 1262 20 21 4 0 100 7.192 25.486
1003 1262 21 22 4 0 100 6.764 26.016
1003 1262 22 23 4 0 100 6.658 26.184
1003 1262 23 24 4 0 100 6.414 26.128
1003 1262 24 25 4 0 100 7.066 25.907
1003 1262 25 26 4 0 100 7.253 25.913
1003 1262 26 27 4 0 100 7.709 25.381
1003 1262 27 28 4 0 100 7.736 25.842
1003 1262 28 29 4 0 100 9.042 26.184
1003 1262 29 30 4 0 100 9.706 27.101
1003 1262 30 31 4 0 100 10.739 24.685
1003 1262 31 32 4 0 100 13.371 25.642
1003 1262 32 33 4 0 100 14.836 24.098
1003 1262 33 34 4 0 100 14.757 21.778
1003 1262 34 35 4 0 100 16.318 23.349
1003 1262 35 36 4 0 100 15.281 24.831
1003 1262 36 37 4 0 100 50.000 27.118
1003 1262 37 38 4 0 100 1.290 100.000
1003 1262 38 39 4 0 100 1.441 100.000
1003 1262 39 40 4 0 100 1.322 100.000
1003 1262 40 41 4 0 100 1.363 100.000
1003 1262 41 42 4 0 100 1.450 100.000
1003 1262 42 43 4 0 100 1.485 100.000
1003 1262 43 44 4 0 100 1.477 100.000
1003 1262 44 100 4 0 100 1.509 100.000
1262 1589 1 2 4 0 100 50.000 20.553
1262 1589 2 3 4 0 100 10.938 22.326
1262 1589 3 4 4 0 100 11.385 22.052
1262 1589 4 5 4 0 100 8.565 23.038
1262 1589 5 6 4 0 100 7.787 23.717
1262 1589 6 7 4 0 100 6.898 23.951
1262 1589 7 8 4 0 100 7.264 24.400
1262 1589 8 9 4 0 100 7.065 24.891
1262 1589 9 10 4 0 100 6.659 24.993
1262 1589 10 11 4 0 100 6.814 24.989
1262 1589 11 12 4 0 100 6.584 25.087
1262 1589 12 13 4 0 100 5.907 25.706
1262 1589 13 14 4 0 100 6.564 25.248
1262 1589 14 15 4 0 100 7.129 25.072
1262 1589 15 16 4 0 100 7.136 25.864
1262 1589 16 17 4 0 100 6.634 26.017
1262 1589 17 18 4 0 100 6.564 25.692
1262 1589 18 19 4 0 100 6.602 26.400
1262 1589 19 20 4 0 100 6.914 25.929
1262 1589 20 21 4 0 100 7.983 24.450
1262 1589 21 22 4 0 100 7.300 25.810
1262 1589 22 23 4 0 100 6.965 26.629
1262 1589 23 24 4 0 100 8.652 25.371
1262 1589 24 25 4 0 100 8.645 23.378
1262 1589 25 26 4 0 100 10.918 24.423
1262 1589 26 27 4 0 100 10.588 24.086
1262 1589 27 28 4 0 100 12.347 24.925
1262 1589 28 29 4 0 100 13.505 22.711
1262 1589 29 30 4 0 100 19.044 26.065
1262 1589 30 31 4 0 100 20.165 22.475
1262 1589 31 32 4 0 100 14.519 24.720
1262 1589 32 33 4 0 100 50.000 21.915
1262 1589 33 34 4 0 100 1.269 100.000
1262 1589 34 35 4 0 100 50.000 19.304
1262 1589 35 36 4 0 100 1.331 100.000
1262 1589 36 37 4 0 100 50.000 22.097
1262 1589 37 38 4 0 100 1.449 100.000
1262 1589 38 39 4 0 100 1.407 100.000
1262 1589 39 40 4 0 100 1.539 100.000
1262 1589 40 41 4 0 100 1.556 100.000
1262 1589 41 42 4 0 100 1.538 100.000
1262 1589 43 100 4 0 100 1.608 100.000
1589 2000 1 2 4 0 100 1.461 100.000
1589 2000 3 4 4 0 100 50.000 15.116
1589 2000 4 5 4 0 100 11.860 18.804
1589 2000 5 6 4 0 100 25.261 21.890
1589 2000 6 7 4 0 100 9.376 22.458
1589 2000 7 8 4 0 100 10.147 24.335
1589 2000 8 9 4 0 100 9.016 22.889
1589 2000 9 10 4 0 100 9.218 22.288
1589 2000 10 11 4 0 100 7.077 24.015
1589 2000 11 12 4 0 100 11.487 21.718
1589 2000 12 13 4 0 100 7.582 25.647
1589 2000 13 14 4 0 100 8.165 24.254
1589 2000 14 15 4 0 100 9.338 23.701
1589 2000 15 16 4 0 100 10.233 24.446
1589 2000 16 17 4 0 100 9.376 23.978
1589 2000 17 18 4 0 100 12.328 24.388
1589 2000 18 19 4 0 100 8.335 24.484
1589 2000 19 20 4 0 100 10.854 24.159
1589 2000 20 21 4 0 100 13.334 21.824
1589 2000 21 22 4 0 100 13.367 21.564
1589 2000 22 23 4 0 100 12.627 22.838
1589 2000 23 24 4 0 100 22.450 21.162
1589 2000 24 25 4 0 100 50.000 25.017
1589 2000 25 26 4 0 100 29.011 24.070
1589 2000 26 27 4 0 100 50.000 19.791
1589 2000 27 28 4 0 100 50.000 22.757
1589 2000 28 29 4 0 100 1.360 100.000
1589 2000 29 30 4 0 100 1.413 100.000
1589 2000 30 31 4 0 100 1.398 100.000
1589 2000 31 32 4 0 100 1.397 100.000
1589 2000 32 33 4 0 100 1.370 100.000
1589 2000 34 35 4 0 100 1.396 100.000
1589 2000 35 36 4 0 100 1.645 100.000
1589 2000 37 38 4 0 100 1.586 100.000
1589 2000 38 100 4 0 100 1.737 100.000
2000 4000 2 3 4 0 100 1.454 100.000
2000 4000 4 5 4 0 100 1.449 100.000
2000 4000 5 6 4 0 100 1.404 100.000
2000 4000 6 7 4 0 100 4.420 19.784
2000 4000 7 8 4 0 100 1.343 100.000
2000 4000 8 9 4 0 100 1.262 100.000
2000 4000 9 10 4 0 100 23.505 18.508
2000 4000 11 12 4 0 100 50.000 18.608
2000 4000 12 13 4 0 100 6.072 24.841
2000 4000 13 14 4 0 100 50.000 20.594
2000 4000 14 15 4 0 100 1.335 100.000
2000 4000 15 16 4 0 100 1.311 100.000
2000 4000 16 17 4 0 100 1.350 100.000
2000 4000 17 18 4 0 100 1.332 100.000
2000 4000 18 19 4 0 100 43.391 20.070
2000 4000 19 20 4 0 100 1.382 100.000
2000 4000 20 21 4 0 100 1.339 100.000
2000 4000 21 22 4 0 100 1.429 100.000
2000 4000 22 23 4 0 100 1.371 100.000
2000 4000 24 25 4 0 100 1.421 100.000
2000 4000 26 27 4 0 100 1.552 100.000
2000 4000 27 28 4 0 100 1.431 100.000
2000 4000 28 29 4 0 100 1.725 100.000
2000 4000 29 30 4 0 100 1.561 100.000
2000 4000 37 100 4 0 100 1.617 100.000
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_gluon}
20 26 0 1 4 0 100 47.647 8.478
20 26 1 2 4 0 100 14.226 7.857
20 26 2 3 4 0 100 14.171 8.223
20 26 3 4 4 0 100 13.183 8.516
20 26 4 5 4 0 100 12.589 8.748
20 26 5 6 4 0 100 12.878 8.993
20 26 6 7 4 0 100 13.132 9.273
20 26 7 8 4 0 100 12.842 9.452
20 26 8 9 4 0 100 13.097 9.643
20 26 9 10 4 0 100 13.507 9.918
20 26 10 11 4 0 100 13.693 10.054
20 26 11 12 4 0 100 13.474 10.271
20 26 12 13 4 0 100 13.562 10.448
20 26 13 14 4 0 100 13.996 10.649
20 26 14 15 4 0 100 13.895 10.838
20 26 15 16 4 0 100 13.947 10.996
20 26 16 17 4 0 100 14.898 11.176
20 26 17 18 4 0 100 14.363 11.398
20 26 18 19 4 0 100 14.457 11.556
20 26 19 20 4 0 100 13.958 11.689
20 26 20 21 4 0 100 14.905 11.905
20 26 21 22 4 0 100 15.019 12.109
20 26 22 23 4 0 100 14.857 12.277
20 26 23 24 4 0 100 15.107 12.379
20 26 24 25 4 0 100 15.508 12.617
20 26 25 26 4 0 100 15.503 12.725
20 26 26 27 4 0 100 14.705 12.936
20 26 27 28 4 0 100 15.961 13.078
20 26 28 29 4 0 100 15.646 13.241
20 26 29 30 4 0 100 16.361 13.315
20 26 30 31 4 0 100 16.436 13.527
20 26 31 32 4 0 100 17.673 13.720
20 26 32 33 4 0 100 16.557 13.911
20 26 33 34 4 0 100 15.762 13.965
20 26 34 35 4 0 100 20.273 14.417
20 26 35 36 4 0 100 17.281 14.397
20 26 36 37 4 0 100 18.439 14.360
20 26 37 38 4 0 100 23.614 14.752
20 26 38 39 4 0 100 21.259 14.256
20 26 39 40 4 0 100 24.539 15.004
20 26 40 41 4 0 100 32.731 14.942
20 26 41 42 4 0 100 25.543 15.353
20 26 42 43 4 0 100 40.427 15.094
20 26 43 44 4 0 100 43.842 17.227
20 26 44 100 4 0 100 32.779 14.987
26 32 0 1 4 0 100 18.035 8.496
26 32 1 2 4 0 100 15.728 9.226
26 32 2 3 4 0 100 12.196 9.740
26 32 3 4 4 0 100 13.298 9.850
26 32 4 5 4 0 100 13.764 10.183
26 32 5 6 4 0 100 14.348 10.461
26 32 6 7 4 0 100 13.775 10.623
26 32 7 8 4 0 100 14.180 10.858
26 32 8 9 4 0 100 14.319 11.017
26 32 9 10 4 0 100 14.226 11.277
26 32 10 11 4 0 100 14.473 11.421
26 32 11 12 4 0 100 14.773 11.582
26 32 12 13 4 0 100 14.776 11.774
26 32 13 14 4 0 100 14.675 11.980
26 32 14 15 4 0 100 14.848 12.148
26 32 15 16 4 0 100 14.511 12.289
26 32 16 17 4 0 100 15.234 12.448
26 32 17 18 4 0 100 15.098 12.660
26 32 18 19 4 0 100 15.054 12.826
26 32 19 20 4 0 100 15.417 12.963
26 32 20 21 4 0 100 15.407 13.115
26 32 21 22 4 0 100 15.305 13.343
26 32 22 23 4 0 100 15.455 13.458
26 32 23 24 4 0 100 15.961 13.675
26 32 24 25 4 0 100 15.514 13.841
26 32 25 26 4 0 100 15.758 13.961
26 32 26 27 4 0 100 16.598 14.047
26 32 27 28 4 0 100 15.098 14.176
26 32 28 29 4 0 100 15.988 14.326
26 32 29 30 4 0 100 16.286 14.604
26 32 30 31 4 0 100 16.738 14.645
26 32 31 32 4 0 100 17.642 14.895
26 32 32 33 4 0 100 17.515 14.753
26 32 33 34 4 0 100 16.550 15.068
26 32 34 35 4 0 100 17.557 15.348
26 32 35 36 4 0 100 18.542 15.329
26 32 36 37 4 0 100 20.143 15.800
26 32 37 38 4 0 100 20.403 15.746
26 32 38 39 4 0 100 23.206 16.177
26 32 39 40 4 0 100 19.701 15.708
26 32 40 41 4 0 100 22.526 15.857
26 32 41 42 4 0 100 23.505 14.973
26 32 42 43 4 0 100 28.843 16.038
26 32 43 44 4 0 100 32.815 15.270
26 32 44 100 4 0 100 45.125 15.567
32 40 0 1 4 0 100 26.594 10.007
32 40 1 2 4 0 100 16.291 10.680
32 40 2 3 4 0 100 14.988 11.256
32 40 3 4 4 0 100 14.068 11.361
32 40 4 5 4 0 100 14.171 11.665
32 40 5 6 4 0 100 14.434 11.847
32 40 6 7 4 0 100 14.771 12.090
32 40 7 8 4 0 100 14.742 12.278
32 40 8 9 4 0 100 14.649 12.479
32 40 9 10 4 0 100 14.972 12.648
32 40 10 11 4 0 100 15.302 12.879
32 40 11 12 4 0 100 14.859 12.967
32 40 12 13 4 0 100 15.037 13.178
32 40 13 14 4 0 100 15.113 13.364
32 40 14 15 4 0 100 15.251 13.508
32 40 15 16 4 0 100 15.564 13.698
32 40 16 17 4 0 100 15.332 13.819
32 40 17 18 4 0 100 15.252 13.970
32 40 18 19 4 0 100 14.975 14.121
32 40 19 20 4 0 100 15.682 14.262
32 40 20 21 4 0 100 16.033 14.432
32 40 21 22 4 0 100 15.828 14.649
32 40 22 23 4 0 100 15.675 14.808
32 40 23 24 4 0 100 15.705 14.893
32 40 24 25 4 0 100 15.746 15.052
32 40 25 26 4 0 100 15.857 15.167
32 40 26 27 4 0 100 15.936 15.303
32 40 27 28 4 0 100 16.330 15.448
32 40 28 29 4 0 100 16.867 15.589
32 40 29 30 4 0 100 16.210 15.750
32 40 30 31 4 0 100 15.723 15.908
32 40 31 32 4 0 100 16.917 16.019
32 40 32 33 4 0 100 15.706 16.110
32 40 33 34 4 0 100 16.028 16.054
32 40 34 35 4 0 100 15.274 16.136
32 40 35 36 4 0 100 14.724 16.622
32 40 36 37 4 0 100 16.790 16.367
32 40 37 38 4 0 100 18.058 16.798
32 40 38 39 4 0 100 17.728 16.846
32 40 39 40 4 0 100 21.711 17.088
32 40 40 41 4 0 100 15.945 16.721
32 40 41 42 4 0 100 18.572 16.551
32 40 42 43 4 0 100 26.588 17.965
32 40 43 44 4 0 100 37.613 16.402
32 40 44 100 4 0 100 36.868 17.016
40 51 0 1 4 0 100 25.706 10.556
40 51 1 2 4 0 100 14.423 12.267
40 51 2 3 4 0 100 15.294 12.757
40 51 3 4 4 0 100 14.668 13.129
40 51 4 5 4 0 100 14.517 13.359
40 51 5 6 4 0 100 14.979 13.583
40 51 6 7 4 0 100 14.427 13.776
40 51 7 8 4 0 100 14.795 13.952
40 51 8 9 4 0 100 14.702 14.101
40 51 9 10 4 0 100 14.875 14.345
40 51 10 11 4 0 100 14.849 14.500
40 51 11 12 4 0 100 14.709 14.712
40 51 12 13 4 0 100 15.157 14.854
40 51 13 14 4 0 100 15.058 14.978
40 51 14 15 4 0 100 15.277 15.131
40 51 15 16 4 0 100 15.192 15.300
40 51 16 17 4 0 100 15.075 15.461
40 51 17 18 4 0 100 15.399 15.631
40 51 18 19 4 0 100 15.335 15.723
40 51 19 20 4 0 100 15.278 15.885
40 51 20 21 4 0 100 15.656 16.051
40 51 21 22 4 0 100 15.468 16.157
40 51 22 23 4 0 100 15.784 16.326
40 51 23 24 4 0 100 15.844 16.398
40 51 24 25 4 0 100 15.473 16.543
40 51 25 26 4 0 100 16.197 16.745
40 51 26 27 4 0 100 15.938 16.883
40 51 27 28 4 0 100 15.457 16.844
40 51 28 29 4 0 100 15.583 17.107
40 51 29 30 4 0 100 16.019 17.218
40 51 30 31 4 0 100 15.800 17.318
40 51 31 32 4 0 100 16.917 17.495
40 51 32 33 4 0 100 16.805 17.681
40 51 33 34 4 0 100 16.696 17.779
40 51 34 35 4 0 100 15.794 17.819
40 51 35 36 4 0 100 16.757 17.895
40 51 36 37 4 0 100 16.085 18.013
40 51 37 38 4 0 100 17.921 18.032
40 51 38 39 4 0 100 19.387 18.417
40 51 39 40 4 0 100 17.439 18.367
40 51 40 41 4 0 100 19.415 18.119
40 51 41 42 4 0 100 19.585 18.184
40 51 42 43 4 0 100 22.021 18.847
40 51 43 44 4 0 100 19.974 18.877
40 51 44 100 4 0 100 35.863 18.276
51 64 0 1 4 0 100 50.000 14.581
51 64 1 2 4 0 100 16.275 14.204
51 64 2 3 4 0 100 14.265 14.584
51 64 3 4 4 0 100 14.280 14.968
51 64 4 5 4 0 100 14.266 15.221
51 64 5 6 4 0 100 14.439 15.400
51 64 6 7 4 0 100 14.809 15.634
51 64 7 8 4 0 100 14.426 15.800
51 64 8 9 4 0 100 14.637 15.943
51 64 9 10 4 0 100 14.836 16.112
51 64 10 11 4 0 100 14.760 16.238
51 64 11 12 4 0 100 14.981 16.460
51 64 12 13 4 0 100 14.606 16.539
51 64 13 14 4 0 100 14.979 16.763
51 64 14 15 4 0 100 15.072 16.945
51 64 15 16 4 0 100 15.291 17.044
51 64 16 17 4 0 100 15.130 17.163
51 64 17 18 4 0 100 14.915 17.268
51 64 18 19 4 0 100 14.899 17.429
51 64 19 20 4 0 100 15.251 17.627
51 64 20 21 4 0 100 15.198 17.763
51 64 21 22 4 0 100 15.424 17.799
51 64 22 23 4 0 100 14.858 17.926
51 64 23 24 4 0 100 15.165 18.101
51 64 24 25 4 0 100 14.980 18.134
51 64 25 26 4 0 100 15.315 18.305
51 64 26 27 4 0 100 15.167 18.378
51 64 27 28 4 0 100 15.867 18.567
51 64 28 29 4 0 100 15.439 18.712
51 64 29 30 4 0 100 15.429 18.882
51 64 30 31 4 0 100 15.568 18.786
51 64 31 32 4 0 100 16.860 19.167
51 64 32 33 4 0 100 15.670 19.168
51 64 33 34 4 0 100 15.695 19.162
51 64 34 35 4 0 100 15.887 19.574
51 64 35 36 4 0 100 16.526 19.597
51 64 36 37 4 0 100 15.426 19.270
51 64 37 38 4 0 100 17.795 19.720
51 64 38 39 4 0 100 22.275 19.545
51 64 39 40 4 0 100 18.156 19.965
51 64 40 41 4 0 100 18.704 19.719
51 64 41 42 4 0 100 19.812 19.595
51 64 42 43 4 0 100 20.105 19.738
51 64 43 44 4 0 100 44.012 19.832
51 64 44 100 4 0 100 28.285 19.927
64 80 0 1 4 0 100 30.738 15.198
64 80 1 2 4 0 100 15.475 15.932
64 80 2 3 4 0 100 14.333 16.539
64 80 3 4 4 0 100 13.753 16.775
64 80 4 5 4 0 100 14.402 17.039
64 80 5 6 4 0 100 14.053 17.251
64 80 6 7 4 0 100 13.997 17.472
64 80 7 8 4 0 100 14.328 17.640
64 80 8 9 4 0 100 14.499 17.817
64 80 9 10 4 0 100 14.229 17.937
64 80 10 11 4 0 100 14.213 18.191
64 80 11 12 4 0 100 14.308 18.331
64 80 12 13 4 0 100 14.449 18.442
64 80 13 14 4 0 100 14.381 18.560
64 80 14 15 4 0 100 14.360 18.720
64 80 15 16 4 0 100 14.620 18.825
64 80 16 17 4 0 100 14.389 18.974
64 80 17 18 4 0 100 14.524 19.102
64 80 18 19 4 0 100 14.674 19.246
64 80 19 20 4 0 100 14.571 19.297
64 80 20 21 4 0 100 14.290 19.420
64 80 21 22 4 0 100 14.603 19.492
64 80 22 23 4 0 100 14.955 19.673
64 80 23 24 4 0 100 14.538 19.806
64 80 24 25 4 0 100 14.729 19.872
64 80 25 26 4 0 100 14.829 20.003
64 80 26 27 4 0 100 14.572 20.121
64 80 27 28 4 0 100 14.410 20.126
64 80 28 29 4 0 100 14.717 20.322
64 80 29 30 4 0 100 15.431 20.436
64 80 30 31 4 0 100 14.631 20.556
64 80 31 32 4 0 100 15.447 20.800
64 80 32 33 4 0 100 15.435 20.825
64 80 33 34 4 0 100 14.585 20.874
64 80 34 35 4 0 100 15.181 20.777
64 80 35 36 4 0 100 15.960 21.043
64 80 36 37 4 0 100 16.393 21.354
64 80 37 38 4 0 100 16.031 21.207
64 80 38 39 4 0 100 15.159 21.460
64 80 39 40 4 0 100 16.141 21.525
64 80 40 41 4 0 100 17.653 22.019
64 80 41 42 4 0 100 18.010 20.980
64 80 42 43 4 0 100 24.314 20.911
64 80 43 44 4 0 100 17.218 21.092
64 80 44 100 4 0 100 31.243 21.746
80 101 0 1 4 0 100 29.021 17.329
80 101 1 2 4 0 100 14.886 18.143
80 101 2 3 4 0 100 12.762 18.442
80 101 3 4 4 0 100 13.389 18.834
80 101 4 5 4 0 100 13.177 19.020
80 101 5 6 4 0 100 13.376 19.261
80 101 6 7 4 0 100 13.618 19.316
80 101 7 8 4 0 100 13.546 19.617
80 101 8 9 4 0 100 13.675 19.838
80 101 9 10 4 0 100 13.939 19.935
80 101 10 11 4 0 100 13.812 20.105
80 101 11 12 4 0 100 13.767 20.207
80 101 12 13 4 0 100 13.714 20.322
80 101 13 14 4 0 100 13.792 20.458
80 101 14 15 4 0 100 13.934 20.630
80 101 15 16 4 0 100 13.854 20.703
80 101 16 17 4 0 100 13.852 20.858
80 101 17 18 4 0 100 14.198 20.968
80 101 18 19 4 0 100 13.753 21.101
80 101 19 20 4 0 100 13.985 21.222
80 101 20 21 4 0 100 13.878 21.331
80 101 21 22 4 0 100 14.086 21.465
80 101 22 23 4 0 100 14.133 21.457
80 101 23 24 4 0 100 13.669 21.658
80 101 24 25 4 0 100 14.034 21.778
80 101 25 26 4 0 100 14.004 21.847
80 101 26 27 4 0 100 14.161 21.785
80 101 27 28 4 0 100 13.884 22.052
80 101 28 29 4 0 100 14.670 22.159
80 101 29 30 4 0 100 13.416 22.146
80 101 30 31 4 0 100 14.372 22.105
80 101 31 32 4 0 100 14.167 22.458
80 101 32 33 4 0 100 14.148 22.563
80 101 33 34 4 0 100 13.936 22.662
80 101 34 35 4 0 100 13.661 22.666
80 101 35 36 4 0 100 15.008 23.032
80 101 36 37 4 0 100 14.008 22.700
80 101 37 38 4 0 100 16.857 23.261
80 101 38 39 4 0 100 14.628 23.352
80 101 39 40 4 0 100 14.912 23.027
80 101 40 41 4 0 100 16.435 22.876
80 101 41 42 4 0 100 16.300 22.458
80 101 42 43 4 0 100 19.577 22.040
80 101 43 44 4 0 100 20.934 23.517
80 101 44 100 4 0 100 25.255 21.739
101 127 0 1 4 0 100 50.000 18.373
101 127 1 2 4 0 100 13.072 19.861
101 127 2 3 4 0 100 13.115 20.593
101 127 3 4 4 0 100 12.970 20.738
101 127 4 5 4 0 100 12.533 21.026
101 127 5 6 4 0 100 12.767 21.249
101 127 6 7 4 0 100 13.023 21.494
101 127 7 8 4 0 100 12.852 21.591
101 127 8 9 4 0 100 12.863 21.807
