[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_F_quark}
73 81 25 26 4 0 100 17.754 11.141
73 81 26 27 4 0 100 23.405 11.452
73 81 27 28 4 0 100 20.156 11.856
73 81 28 29 4 0 100 23.682 11.862
73 81 29 30 4 0 100 25.997 12.232
73 81 30 31 4 0 100 38.397 12.399
73 81 31 32 4 0 100 32.240 12.493
73 81 32 33 4 0 100 31.159 11.890
73 81 33 34 4 0 100 45.699 12.646
73 81 34 35 4 0 100 50.000 12.910
73 81 35 36 4 0 100 50.000 13.696
73 81 36 37 4 0 100 50.000 12.173
73 81 37 38 4 0 100 50.000 12.569
73 81 38 39 4 0 100 50.000 11.983
73 81 39 40 4 0 100 50.000 13.352
73 81 40 41 4 0 100 50.000 14.132
73 81 41 42 4 0 100 1.571 100.000
73 81 42 43 4 0 100 50.000 14.169
73 81 43 44 4 0 100 50.000 13.981
73 81 44 100 4 0 100 1.466 100.000
81 88 0 1 4 0 100 50.000 5.465
81 88 1 2 4 0 100 50.000 5.203
81 88 2 3 4 0 100 17.864 6.910
81 88 3 4 4 0 100 12.547 6.490
81 88 4 5 4 0 100 12.529 7.161
81 88 5 6 4 0 100 11.929 7.325
81 88 6 7 4 0 100 11.119 7.532
81 88 7 8 4 0 100 10.633 7.780
81 88 8 9 4 0 100 10.399 7.960
81 88 9 10 4 0 100 11.122 8.144
81 88 10 11 4 0 100 12.844 8.490
81 88 11 12 4 0 100 11.963 8.410
81 88 12 13 4 0 100 11.412 8.637
81 88 13 14 4 0 100 12.138 8.950
81 88 14 15 4 0 100 12.923 9.270
81 88 15 16 4 0 100 15.512 9.316
81 88 16 17 4 0 100 13.659 9.557
81 88 17 18 4 0 100 13.799 9.842
81 88 18 19 4 0 100 15.349 10.072
81 88 19 20 4 0 100 14.384 10.128
81 88 20 21 4 0 100 15.518 10.589
81 88 21 22 4 0 100 13.880 10.798
81 88 22 23 4 0 100 17.217 10.911
81 88 23 24 4 0 100 18.555 11.019
81 88 24 25 4 0 100 15.559 11.216
81 88 25 26 4 0 100 16.567 11.393
81 88 26 27 4 0 100 25.418 11.474
81 88 27 28 4 0 100 22.929 11.606
81 88 28 29 4 0 100 41.390 12.342
81 88 29 30 4 0 100 32.669 11.841
81 88 30 31 4 0 100 35.160 13.166
81 88 31 32 4 0 100 48.170 11.784
81 88 32 33 4 0 100 50.000 13.155
81 88 33 34 4 0 100 50.000 12.905
81 88 34 35 4 0 100 50.000 11.444
81 88 35 36 4 0 100 50.000 12.911
81 88 36 37 4 0 100 50.000 11.559
81 88 37 38 4 0 100 1.355 100.000
81 88 38 39 4 0 100 50.000 11.983
81 88 40 41 4 0 100 50.000 11.576
81 88 41 42 4 0 100 1.505 100.000
81 88 42 43 4 0 100 1.574 100.000
81 88 43 100 4 0 100 50.000 12.249
88 97 1 2 4 0 100 36.274 5.891
88 97 2 3 4 0 100 13.533 6.717
88 97 3 4 4 0 100 13.063 6.642
88 97 4 5 4 0 100 9.138 7.027
88 97 5 6 4 0 100 9.956 7.371
88 97 6 7 4 0 100 10.483 7.612
88 97 7 8 4 0 100 10.944 7.802
88 97 8 9 4 0 100 10.869 8.034
88 97 9 10 4 0 100 11.117 8.262
88 97 10 11 4 0 100 11.561 8.451
88 97 11 12 4 0 100 12.437 8.747
88 97 12 13 4 0 100 12.356 8.976
88 97 13 14 4 0 100 12.800 9.113
88 97 14 15 4 0 100 12.604 9.286
88 97 15 16 4 0 100 13.071 9.580
88 97 16 17 4 0 100 14.383 9.937
88 97 17 18 4 0 100 13.537 9.951
88 97 18 19 4 0 100 14.087 10.289
88 97 19 20 4 0 100 14.922 10.170
88 97 20 21 4 0 100 15.278 10.558
88 97 21 22 4 0 100 15.119 10.758
88 97 22 23 4 0 100 16.738 10.838
88 97 23 24 4 0 100 15.501 11.308
88 97 24 25 4 0 100 16.885 11.538
88 97 25 26 4 0 100 17.565 11.733
88 97 26 27 4 0 100 24.014 11.497
88 97 27 28 4 0 100 22.851 11.761
88 97 28 29 4 0 100 22.523 12.070
88 97 29 30 4 0 100 28.814 11.658
88 97 30 31 4 0 100 29.210 12.096
88 97 31 32 4 0 100 34.364 11.869
88 97 32 33 4 0 100 50.000 12.787
88 97 33 34 4 0 100 50.000 12.562
88 97 34 35 4 0 100 50.000 12.721
88 97 35 36 4 0 100 50.000 11.754
88 97 36 37 4 0 100 50.000 13.636
88 97 37 38 4 0 100 50.000 14.054
88 97 38 39 4 0 100 50.000 13.841
88 97 39 40 4 0 100 1.306 100.000
88 97 40 41 4 0 100 50.000 12.377
88 97 41 42 4 0 100 1.439 100.000
88 97 42 100 4 0 100 50.000 13.705
97 106 0 1 4 0 100 50.000 5.465
97 106 1 2 4 0 100 38.271 5.884
97 106 2 3 4 0 100 21.293 7.138
97 106 3 4 4 0 100 13.111 6.904
97 106 4 5 4 0 100 10.599 7.401
97 106 5 6 4 0 100 11.958 7.296
97 106 6 7 4 0 100 11.747 7.927
97 106 7 8 4 0 100 11.143 8.028
97 106 8 9 4 0 100 11.685 8.357
97 106 9 10 4 0 100 12.043 8.423
97 106 10 11 4 0 100 11.929 8.768
97 106 11 12 4 0 100 12.008 8.812
97 106 12 13 4 0 100 12.830 9.193
97 106 13 14 4 0 100 12.872 9.322
97 106 14 15 4 0 100 13.953 9.401
97 106 15 16 4 0 100 13.083 9.885
97 106 16 17 4 0 100 14.601 9.933
97 106 17 18 4 0 100 15.516 10.146
97 106 18 19 4 0 100 15.496 10.402
97 106 19 20 4 0 100 16.513 10.416
97 106 20 21 4 0 100 17.645 10.645
97 106 21 22 4 0 100 18.063 10.834
97 106 22 23 4 0 100 16.585 10.939
97 106 23 24 4 0 100 17.984 11.239
97 106 24 25 4 0 100 20.784 11.563
97 106 25 26 4 0 100 23.517 11.885
97 106 26 27 4 0 100 27.881 11.889
97 106 27 28 4 0 100 30.355 11.423
97 106 28 29 4 0 100 22.686 12.091
97 106 29 30 4 0 100 33.337 12.596
97 106 30 31 4 0 100 42.554 12.415
97 106 31 32 4 0 100 48.501 12.745
97 106 32 33 4 0 100 24.563 11.828
97 106 33 34 4 0 100 50.000 13.990
97 106 34 35 4 0 100 50.000 12.140
97 106 35 36 4 0 100 1.365 100.000
97 106 36 37 4 0 100 1.335 100.000
97 106 38 39 4 0 100 1.315 100.000
97 106 39 40 4 0 100 1.439 100.000
97 106 40 41 4 0 100 1.360 100.000
97 106 42 100 4 0 100 1.470 100.000
106 116 1 2 4 0 100 50.000 6.676
106 116 2 3 4 0 100 19.694 7.477
106 116 3 4 4 0 100 12.257 6.875
106 116 4 5 4 0 100 13.004 7.576
106 116 5 6 4 0 100 15.315 7.536
106 116 6 7 4 0 100 10.850 7.797
106 116 7 8 4 0 100 11.786 7.811
106 116 8 9 4 0 100 11.308 8.283
106 116 9 10 4 0 100 12.756 8.596
106 116 10 11 4 0 100 12.635 8.560
106 116 11 12 4 0 100 11.762 8.940
106 116 12 13 4 0 100 13.876 9.062
106 116 13 14 4 0 100 13.363 9.386
106 116 14 15 4 0 100 14.206 9.635
106 116 15 16 4 0 100 14.460 9.796
106 116 16 17 4 0 100 13.647 10.016
106 116 17 18 4 0 100 15.645 10.117
106 116 18 19 4 0 100 14.852 10.404
106 116 19 20 4 0 100 16.010 10.597
106 116 20 21 4 0 100 16.910 10.741
106 116 21 22 4 0 100 21.419 11.000
106 116 22 23 4 0 100 23.593 11.256
106 116 23 24 4 0 100 23.475 11.399
106 116 24 25 4 0 100 23.119 11.000
106 116 25 26 4 0 100 28.658 11.304
106 116 26 27 4 0 100 23.464 12.237
106 116 27 28 4 0 100 25.410 12.073
106 116 28 29 4 0 100 47.909 12.476
106 116 29 30 4 0 100 35.683 11.489
106 116 30 31 4 0 100 31.505 11.896
106 116 31 32 4 0 100 50.000 12.582
106 116 32 33 4 0 100 50.000 14.015
106 116 33 34 4 0 100 46.660 12.612
106 116 34 35 4 0 100 50.000 13.322
106 116 35 36 4 0 100 50.000 11.447
106 116 36 37 4 0 100 50.000 12.146
106 116 37 38 4 0 100 50.000 13.613
106 116 38 39 4 0 100 50.000 11.997
106 116 39 40 4 0 100 1.465 100.000
106 116 43 44 4 0 100 1.643 100.000
106 116 44 100 4 0 100 1.687 100.000
116 127 1 2 4 0 100 50.000 6.933
116 127 2 3 4 0 100 13.419 7.015
116 127 3 4 4 0 100 17.471 7.574
116 127 4 5 4 0 100 16.076 7.321
116 127 5 6 4 0 100 12.030 7.712
116 127 6 7 4 0 100 14.283 8.233
116 127 7 8 4 0 100 13.659 8.064
116 127 8 9 4 0 100 11.161 8.315
116 127 9 10 4 0 100 11.947 8.738
116 127 10 11 4 0 100 12.065 8.872
116 127 11 12 4 0 100 13.780 9.088
116 127 12 13 4 0 100 13.454 9.323
116 127 13 14 4 0 100 13.697 9.527
116 127 14 15 4 0 100 16.488 9.861
116 127 15 16 4 0 100 13.961 9.726
116 127 16 17 4 0 100 14.599 10.133
116 127 17 18 4 0 100 15.202 10.187
116 127 18 19 4 0 100 17.825 10.869
116 127 19 20 4 0 100 14.513 10.685
116 127 20 21 4 0 100 18.096 10.819
116 127 21 22 4 0 100 19.948 11.210
116 127 22 23 4 0 100 19.926 11.468
116 127 23 24 4 0 100 20.441 11.114
116 127 24 25 4 0 100 26.592 11.087
116 127 25 26 4 0 100 22.751 12.180
116 127 26 27 4 0 100 21.082 12.048
116 127 27 28 4 0 100 27.517 12.073
116 127 28 29 4 0 100 26.916 11.627
116 127 29 30 4 0 100 32.285 12.743
116 127 30 31 4 0 100 42.204 12.806
116 127 31 32 4 0 100 49.363 11.869
116 127 32 33 4 0 100 50.000 12.829
116 127 33 34 4 0 100 1.239 100.000
116 127 34 35 4 0 100 50.000 12.786
116 127 35 36 4 0 100 50.000 13.628
116 127 36 37 4 0 100 50.000 13.842
116 127 37 38 4 0 100 50.000 13.197
116 127 38 39 4 0 100 1.396 100.000
116 127 40 41 4 0 100 1.455 100.000
116 127 41 42 4 0 100 50.000 14.485
116 127 42 100 4 0 100 50.000 15.634
127 4000 1 2 4 0 100 13.002 6.782
127 4000 2 3 4 0 100 12.265 7.302
127 4000 3 4 4 0 100 12.283 7.426
127 4000 4 5 4 0 100 10.527 7.883
127 4000 5 6 4 0 100 11.926 7.896
127 4000 6 7 4 0 100 12.242 8.355
127 4000 7 8 4 0 100 11.417 8.604
127 4000 8 9 4 0 100 11.106 8.933
127 4000 9 10 4 0 100 12.545 8.961
127 4000 10 11 4 0 100 13.154 9.300
127 4000 11 12 4 0 100 13.310 9.436
127 4000 12 13 4 0 100 13.757 9.642
127 4000 13 14 4 0 100 14.114 9.900
127 4000 14 15 4 0 100 14.684 10.043
127 4000 15 16 4 0 100 15.026 10.475
127 4000 16 17 4 0 100 15.735 10.550
127 4000 17 18 4 0 100 16.780 10.825
127 4000 18 19 4 0 100 15.521 10.954
127 4000 19 20 4 0 100 16.961 11.163
127 4000 20 21 4 0 100 17.411 11.430
127 4000 21 22 4 0 100 16.466 11.406
127 4000 22 23 4 0 100 16.409 11.649
127 4000 23 24 4 0 100 18.666 11.986
127 4000 24 25 4 0 100 21.171 12.072
127 4000 25 26 4 0 100 20.539 12.151
127 4000 26 27 4 0 100 24.076 12.600
127 4000 27 28 4 0 100 26.382 12.858
127 4000 28 29 4 0 100 25.242 12.817
127 4000 29 30 4 0 100 24.983 12.519
127 4000 30 31 4 0 100 26.743 12.334
127 4000 31 32 4 0 100 30.860 12.520
127 4000 32 33 4 0 100 35.962 12.838
127 4000 33 34 4 0 100 40.545 14.082
127 4000 34 35 4 0 100 49.841 12.804
127 4000 35 36 4 0 100 47.464 13.825
127 4000 37 38 4 0 100 50.000 11.745
127 4000 38 39 4 0 100 50.000 13.214
127 4000 39 40 4 0 100 50.000 13.467
127 4000 43 44 4 0 100 1.407 100.000
127 4000 44 100 4 0 100 1.437 100.000
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_F_gluon}
20 22 0 1 4 0 100 48.928 4.966
20 22 1 2 4 0 100 29.246 4.491
20 22 2 3 4 0 100 11.021 4.555
20 22 3 4 4 0 100 16.956 4.743
20 22 4 5 4 0 100 14.277 5.270
20 22 5 6 4 0 100 13.749 5.374
20 22 6 7 4 0 100 15.519 5.712
20 22 7 8 4 0 100 13.831 5.718
20 22 8 9 4 0 100 14.543 5.959
20 22 9 10 4 0 100 14.708 6.131
20 22 10 11 4 0 100 14.082 6.214
20 22 11 12 4 0 100 18.426 6.629
20 22 12 13 4 0 100 16.549 6.728
20 22 13 14 4 0 100 14.595 7.065
20 22 14 15 4 0 100 18.679 7.173
20 22 15 16 4 0 100 20.303 7.453
20 22 16 17 4 0 100 21.052 8.160
20 22 17 18 4 0 100 19.548 8.372
20 22 18 19 4 0 100 23.213 8.452
20 22 19 20 4 0 100 25.220 8.791
20 22 20 21 4 0 100 23.795 9.094
20 22 21 22 4 0 100 29.224 9.031
20 22 22 23 4 0 100 50.000 9.605
20 22 23 24 4 0 100 43.026 10.171
20 22 24 25 4 0 100 50.000 9.988
20 22 25 26 4 0 100 34.121 10.033
20 22 26 27 4 0 100 50.000 10.582
20 22 27 28 4 0 100 50.000 10.042
20 22 28 29 4 0 100 50.000 10.289
20 22 29 30 4 0 100 1.315 100.000
20 22 30 31 4 0 100 50.000 10.937
20 22 31 32 4 0 100 50.000 8.407
20 22 32 33 4 0 100 1.443 100.000
20 22 33 34 4 0 100 1.504 100.000
20 22 34 35 4 0 100 1.639 100.000
20 22 35 36 4 0 100 1.369 100.000
20 22 36 37 4 0 100 1.575 100.000
20 22 37 38 4 0 100 1.455 100.000
20 22 39 40 4 0 100 1.636 100.000
20 22 40 100 4 0 100 1.690 100.000
22 25 0 1 4 0 100 1.393 100.000
22 25 1 2 4 0 100 47.226 5.608
22 25 2 3 4 0 100 12.827 5.277
22 25 3 4 4 0 100 11.509 5.192
22 25 4 5 4 0 100 13.197 5.635
22 25 5 6 4 0 100 15.601 5.787
22 25 6 7 4 0 100 13.485 5.931
22 25 7 8 4 0 100 15.442 6.112
22 25 8 9 4 0 100 14.974 6.316
22 25 9 10 4 0 100 14.177 6.556
22 25 10 11 4 0 100 15.480 6.760
22 25 11 12 4 0 100 15.509 6.966
22 25 12 13 4 0 100 14.440 7.345
22 25 13 14 4 0 100 17.197 7.548
22 25 14 15 4 0 100 17.995 7.659
22 25 15 16 4 0 100 16.681 7.937
22 25 16 17 4 0 100 16.380 8.082
22 25 17 18 4 0 100 16.709 8.569
22 25 18 19 4 0 100 18.331 8.596
22 25 19 20 4 0 100 18.825 8.878
22 25 20 21 4 0 100 24.351 9.463
22 25 21 22 4 0 100 20.760 9.209
22 25 22 23 4 0 100 27.095 9.820
22 25 23 24 4 0 100 25.775 9.955
22 25 24 25 4 0 100 38.501 10.795
22 25 25 26 4 0 100 28.529 10.848
22 25 26 27 4 0 100 37.885 11.240
22 25 27 28 4 0 100 43.197 11.057
22 25 28 29 4 0 100 50.000 10.905
22 25 29 30 4 0 100 50.000 10.288
22 25 30 31 4 0 100 50.000 11.106
22 25 31 32 4 0 100 50.000 8.819
22 25 32 33 4 0 100 1.263 100.000
22 25 33 34 4 0 100 1.301 100.000
22 25 34 35 4 0 100 50.000 13.837
22 25 35 36 4 0 100 1.393 100.000
22 25 36 37 4 0 100 1.435 100.000
22 25 37 38 4 0 100 1.567 100.000
22 25 40 41 4 0 100 1.556 100.000
22 25 41 100 4 0 100 1.566 100.000
25 27 0 1 4 0 100 50.000 7.125
25 27 1 2 4 0 100 43.643 4.960
25 27 2 3 4 0 100 28.941 5.741
25 27 3 4 4 0 100 14.324 5.593
25 27 4 5 4 0 100 14.255 5.999
25 27 5 6 4 0 100 14.999 6.105
25 27 6 7 4 0 100 15.566 6.326
25 27 7 8 4 0 100 13.722 6.504
25 27 8 9 4 0 100 13.464 6.773
25 27 9 10 4 0 100 14.142 6.774
25 27 10 11 4 0 100 14.034 7.081
25 27 11 12 4 0 100 15.195 7.355
25 27 12 13 4 0 100 16.549 7.576
25 27 13 14 4 0 100 17.220 7.687
25 27 14 15 4 0 100 16.428 8.042
25 27 15 16 4 0 100 17.469 8.281
25 27 16 17 4 0 100 20.259 8.205
25 27 17 18 4 0 100 20.860 8.772
25 27 18 19 4 0 100 20.408 8.923
25 27 19 20 4 0 100 20.060 9.407
25 27 20 21 4 0 100 20.129 9.491
25 27 21 22 4 0 100 30.096 9.628
25 27 22 23 4 0 100 27.438 9.614
25 27 23 24 4 0 100 27.160 10.350
25 27 24 25 4 0 100 27.701 10.471
25 27 25 26 4 0 100 50.000 11.334
25 27 26 27 4 0 100 49.445 10.611
25 27 27 28 4 0 100 50.000 10.759
25 27 28 29 4 0 100 50.000 11.522
25 27 29 30 4 0 100 50.000 10.929
25 27 30 31 4 0 100 50.000 9.709
25 27 31 32 4 0 100 1.444 100.000
25 27 32 33 4 0 100 50.000 11.742
25 27 33 34 4 0 100 50.000 13.413
25 27 34 35 4 0 100 1.553 100.000
25 27 35 36 4 0 100 1.562 100.000
25 27 36 37 4 0 100 1.514 100.000
25 27 37 38 4 0 100 50.000 14.646
25 27 38 39 4 0 100 1.621 100.000
25 27 40 41 4 0 100 1.628 100.000
25 27 42 100 4 0 100 1.689 100.000
27 29 0 1 4 0 100 1.636 100.000
27 29 1 2 4 0 100 32.637 6.426
27 29 2 3 4 0 100 16.083 5.927
27 29 3 4 4 0 100 17.005 5.796
27 29 4 5 4 0 100 13.053 5.876
27 29 5 6 4 0 100 15.827 6.553
27 29 6 7 4 0 100 15.485 6.517
27 29 7 8 4 0 100 16.530 6.671
27 29 8 9 4 0 100 13.345 6.898
27 29 9 10 4 0 100 14.600 7.064
27 29 10 11 4 0 100 14.656 7.474
27 29 11 12 4 0 100 16.730 7.687
27 29 12 13 4 0 100 14.192 7.804
27 29 13 14 4 0 100 15.745 8.138
27 29 14 15 4 0 100 15.818 8.231
27 29 15 16 4 0 100 19.388 8.560
27 29 16 17 4 0 100 18.873 8.758
27 29 17 18 4 0 100 17.687 8.896
27 29 18 19 4 0 100 18.526 9.105
27 29 19 20 4 0 100 18.982 9.354
27 29 20 21 4 0 100 20.489 9.808
27 29 21 22 4 0 100 28.063 10.030
27 29 22 23 4 0 100 21.947 10.147
27 29 23 24 4 0 100 22.871 10.446
27 29 24 25 4 0 100 24.807 10.560
27 29 25 26 4 0 100 22.906 10.895
27 29 26 27 4 0 100 37.581 10.796
27 29 27 28 4 0 100 30.420 10.990
27 29 28 29 4 0 100 48.614 10.875
27 29 29 30 4 0 100 50.000 10.928
27 29 30 31 4 0 100 50.000 12.783
27 29 31 32 4 0 100 50.000 11.102
27 29 32 33 4 0 100 50.000 10.906
27 29 33 34 4 0 100 50.000 11.758
27 29 34 35 4 0 100 1.279 100.000
27 29 35 36 4 0 100 1.479 100.000
27 29 36 37 4 0 100 1.401 100.000
27 29 37 38 4 0 100 1.571 100.000
27 29 38 39 4 0 100 1.626 100.000
27 29 39 40 4 0 100 1.696 100.000
27 29 40 41 4 0 100 1.625 100.000
27 29 41 100 4 0 100 1.698 100.000
29 32 0 1 4 0 100 50.000 5.878
29 32 1 2 4 0 100 34.449 6.062
29 32 2 3 4 0 100 15.230 6.106
29 32 3 4 4 0 100 10.735 6.292
29 32 4 5 4 0 100 13.460 6.359
29 32 5 6 4 0 100 12.959 6.515
29 32 6 7 4 0 100 14.393 6.902
29 32 7 8 4 0 100 14.006 7.007
29 32 8 9 4 0 100 14.658 7.307
29 32 9 10 4 0 100 16.315 7.618
29 32 10 11 4 0 100 14.601 7.660
29 32 11 12 4 0 100 15.475 7.952
29 32 12 13 4 0 100 15.706 8.118
29 32 13 14 4 0 100 17.426 8.389
29 32 14 15 4 0 100 16.958 8.755
29 32 15 16 4 0 100 16.654 8.687
29 32 16 17 4 0 100 16.644 8.978
29 32 17 18 4 0 100 16.320 9.251
29 32 18 19 4 0 100 20.108 9.669
29 32 19 20 4 0 100 17.598 9.545
29 32 20 21 4 0 100 18.652 9.892
29 32 21 22 4 0 100 22.217 10.080
29 32 22 23 4 0 100 20.759 10.333
29 32 23 24 4 0 100 21.140 10.553
29 32 24 25 4 0 100 28.202 10.909
29 32 25 26 4 0 100 23.139 11.093
29 32 26 27 4 0 100 30.926 11.199
29 32 27 28 4 0 100 28.163 11.062
29 32 28 29 4 0 100 38.343 11.616
29 32 29 30 4 0 100 50.000 11.580
29 32 30 31 4 0 100 37.089 12.179
29 32 31 32 4 0 100 50.000 12.279
29 32 32 33 4 0 100 50.000 13.023
29 32 33 34 4 0 100 50.000 13.599
29 32 34 35 4 0 100 50.000 12.792
29 32 35 36 4 0 100 50.000 12.562
29 32 36 37 4 0 100 1.526 100.000
29 32 37 38 4 0 100 1.505 100.000
29 32 38 39 4 0 100 1.558 100.000
29 32 40 41 4 0 100 1.690 100.000
29 32 41 42 4 0 100 50.000 12.547
29 32 42 43 4 0 100 1.629 100.000
29 32 43 100 4 0 100 1.687 100.000
32 35 0 1 4 0 100 50.000 5.465
32 35 1 2 4 0 100 44.805 6.331
32 35 2 3 4 0 100 38.969 6.799
32 35 3 4 4 0 100 14.126 6.713
32 35 4 5 4 0 100 13.039 6.683
32 35 5 6 4 0 100 15.502 7.164
32 35 6 7 4 0 100 15.123 7.131
32 35 7 8 4 0 100 14.845 7.356
32 35 8 9 4 0 100 14.147 7.644
32 35 9 10 4 0 100 14.505 7.721
32 35 10 11 4 0 100 14.638 8.117
32 35 11 12 4 0 100 15.967 8.289
32 35 12 13 4 0 100 14.812 8.543
32 35 13 14 4 0 100 16.739 8.819
32 35 14 15 4 0 100 14.817 8.802
32 35 15 16 4 0 100 15.733 9.062
32 35 16 17 4 0 100 16.908 9.210
32 35 17 18 4 0 100 19.350 9.594
32 35 18 19 4 0 100 19.148 9.916
32 35 19 20 4 0 100 19.283 9.890
32 35 20 21 4 0 100 21.455 10.361
32 35 21 22 4 0 100 21.040 10.335
32 35 22 23 4 0 100 21.355 10.547
32 35 23 24 4 0 100 24.419 11.075
32 35 24 25 4 0 100 23.835 11.230
32 35 25 26 4 0 100 24.322 10.987
32 35 26 27 4 0 100 34.273 10.973
32 35 27 28 4 0 100 40.935 11.784
32 35 28 29 4 0 100 38.303 11.647
32 35 29 30 4 0 100 46.306 12.344
32 35 30 31 4 0 100 37.257 11.458
32 35 31 32 4 0 100 37.897 12.617
32 35 32 33 4 0 100 40.284 11.654
32 35 33 34 4 0 100 50.000 14.252
32 35 34 35 4 0 100 50.000 12.148
32 35 35 36 4 0 100 50.000 11.992
32 35 36 37 4 0 100 50.000 14.013
32 35 37 38 4 0 100 1.463 100.000
32 35 38 39 4 0 100 1.561 100.000
32 35 39 40 4 0 100 1.435 100.000
32 35 40 41 4 0 100 1.628 100.000
32 35 41 42 4 0 100 1.627 100.000
32 35 43 44 4 0 100 1.687 100.000
32 35 44 100 4 0 100 1.633 100.000
35 39 0 1 4 0 100 50.000 7.125
35 39 1 2 4 0 100 10.380 5.809
35 39 2 3 4 0 100 14.781 6.553
35 39 3 4 4 0 100 15.255 6.835
35 39 4 5 4 0 100 16.562 6.980
35 39 5 6 4 0 100 13.645 7.204
35 39 6 7 4 0 100 12.993 7.405
35 39 7 8 4 0 100 14.350 7.665
35 39 8 9 4 0 100 15.584 7.808
35 39 9 10 4 0 100 13.787 7.999
35 39 10 11 4 0 100 15.153 8.254
35 39 11 12 4 0 100 16.019 8.477
35 39 12 13 4 0 100 15.891 8.603
35 39 13 14 4 0 100 16.161 8.931
35 39 14 15 4 0 100 15.917 9.131
35 39 15 16 4 0 100 18.127 9.390
35 39 16 17 4 0 100 17.637 9.760
35 39 17 18 4 0 100 17.633 9.767
35 39 18 19 4 0 100 20.475 10.056
35 39 19 20 4 0 100 18.693 10.134
35 39 20 21 4 0 100 19.751 10.443
35 39 21 22 4 0 100 20.802 10.612
35 39 22 23 4 0 100 22.072 10.864
35 39 23 24 4 0 100 23.484 10.832
35 39 24 25 4 0 100 24.760 11.404
35 39 25 26 4 0 100 22.118 11.592
35 39 26 27 4 0 100 24.106 11.320
35 39 27 28 4 0 100 30.270 11.882
35 39 28 29 4 0 100 39.278 11.832
35 39 29 30 4 0 100 33.547 12.281
35 39 30 31 4 0 100 44.517 13.090
35 39 31 32 4 0 100 34.274 12.219
35 39 32 33 4 0 100 43.179 12.492
35 39 33 34 4 0 100 50.000 12.809
35 39 34 35 4 0 100 50.000 11.668
35 39 35 36 4 0 100 50.000 12.164
35 39 36 37 4 0 100 50.000 11.561
35 39 37 38 4 0 100 50.000 14.468
35 39 38 39 4 0 100 1.384 100.000
35 39 39 40 4 0 100 1.414 100.000
35 39 40 41 4 0 100 50.000 13.137
35 39 41 42 4 0 100 1.521 100.000
35 39 42 100 4 0 100 1.626 100.000
39 42 0 1 4 0 100 50.000 5.877
39 42 1 2 4 0 100 23.408 5.978
39 42 2 3 4 0 100 27.721 6.858
39 42 3 4 4 0 100 13.614 6.968
39 42 4 5 4 0 100 14.053 7.151
39 42 5 6 4 0 100 13.993 7.373
39 42 6 7 4 0 100 14.640 7.759
39 42 7 8 4 0 100 13.668 7.717
39 42 8 9 4 0 100 13.461 8.039
39 42 9 10 4 0 100 16.722 8.233
39 42 10 11 4 0 100 15.782 8.449
39 42 11 12 4 0 100 15.759 8.691
39 42 12 13 4 0 100 16.439 8.963
39 42 13 14 4 0 100 16.640 9.269
39 42 14 15 4 0 100 17.991 9.353
39 42 15 16 4 0 100 16.247 9.739
39 42 16 17 4 0 100 18.318 9.776
39 42 17 18 4 0 100 16.977 10.058
39 42 18 19 4 0 100 19.455 10.207
39 42 19 20 4 0 100 19.938 10.474
39 42 20 21 4 0 100 23.263 10.737
39 42 21 22 4 0 100 21.497 10.922
39 42 22 23 4 0 100 23.081 11.007
39 42 23 24 4 0 100 26.650 11.353
39 42 24 25 4 0 100 23.760 11.496
39 42 25 26 4 0 100 27.284 11.667
39 42 26 27 4 0 100 33.225 11.934
39 42 27 28 4 0 100 33.057 11.467
39 42 28 29 4 0 100 30.853 12.429
39 42 29 30 4 0 100 37.759 12.824
39 42 30 31 4 0 100 41.646 12.306
39 42 31 32 4 0 100 34.043 12.393
39 42 32 33 4 0 100 50.000 11.762
39 42 33 34 4 0 100 42.990 12.438
39 42 34 35 4 0 100 7.577 14.419
39 42 35 36 4 0 100 50.000 13.205
39 42 36 37 4 0 100 1.404 100.000
39 42 37 38 4 0 100 1.510 100.000
39 42 38 39 4 0 100 1.571 100.000
39 42 39 40 4 0 100 50.000 11.090
39 42 40 41 4 0 100 1.420 100.000
39 42 41 42 4 0 100 1.634 100.000
39 42 42 43 4 0 100 1.629 100.000
39 42 43 100 4 0 100 1.687 100.000
42 46 1 2 4 0 100 36.878 7.469
42 46 2 3 4 0 100 22.443 7.133
42 46 3 4 4 0 100 19.078 7.046
42 46 4 5 4 0 100 15.337 7.392
42 46 5 6 4 0 100 15.013 7.865
42 46 6 7 4 0 100 13.778 8.001
42 46 7 8 4 0 100 13.402 8.175
42 46 8 9 4 0 100 14.457 8.310
42 46 9 10 4 0 100 15.430 8.534
42 46 10 11 4 0 100 15.622 8.678
42 46 11 12 4 0 100 17.003 9.120
42 46 12 13 4 0 100 15.652 9.252
42 46 13 14 4 0 100 16.067 9.444
42 46 14 15 4 0 100 17.030 9.584
42 46 15 16 4 0 100 17.006 9.780
42 46 16 17 4 0 100 16.959 9.991
42 46 17 18 4 0 100 17.518 10.206
42 46 18 19 4 0 100 18.317 10.561
