[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_quark}
400 503 41 42 4 0 100 71.288 4.453
400 503 42 43 4 0 100 93.586 4.469
400 503 43 44 4 0 100 100.000 4.615
400 503 44 100 4 0 100 100.000 3.765
503 633 0 1 4 0 100 4.351 100.000
503 633 1 2 4 0 100 93.939 5.040
503 633 2 3 4 0 100 49.989 4.888
503 633 3 4 4 0 100 49.153 4.880
503 633 4 5 4 0 100 50.279 4.917
503 633 5 6 4 0 100 51.766 4.924
503 633 6 7 4 0 100 50.299 4.921
503 633 7 8 4 0 100 50.461 4.911
503 633 8 9 4 0 100 49.924 4.899
503 633 9 10 4 0 100 49.057 4.902
503 633 10 11 4 0 100 49.896 4.902
503 633 11 12 4 0 100 49.062 4.904
503 633 12 13 4 0 100 50.888 4.900
503 633 13 14 4 0 100 49.714 4.907
503 633 14 15 4 0 100 51.268 4.885
503 633 15 16 4 0 100 51.692 4.888
503 633 16 17 4 0 100 48.651 4.873
503 633 17 18 4 0 100 50.823 4.870
503 633 18 19 4 0 100 50.841 4.861
503 633 19 20 4 0 100 52.899 4.866
503 633 20 21 4 0 100 50.681 4.858
503 633 21 22 4 0 100 52.665 4.852
503 633 22 23 4 0 100 52.282 4.836
503 633 23 24 4 0 100 52.601 4.839
503 633 24 25 4 0 100 53.229 4.816
503 633 25 26 4 0 100 50.305 4.838
503 633 26 27 4 0 100 52.669 4.818
503 633 27 28 4 0 100 52.596 4.812
503 633 28 29 4 0 100 58.880 4.815
503 633 29 30 4 0 100 53.195 4.780
503 633 30 31 4 0 100 55.669 4.778
503 633 31 32 4 0 100 53.127 4.773
503 633 32 33 4 0 100 64.328 4.832
503 633 33 34 4 0 100 60.043 4.784
503 633 34 35 4 0 100 62.989 4.773
503 633 35 36 4 0 100 61.832 4.788
503 633 36 37 4 0 100 63.592 4.723
503 633 37 38 4 0 100 65.473 4.726
503 633 38 39 4 0 100 70.553 4.703
503 633 39 40 4 0 100 77.938 4.633
503 633 40 41 4 0 100 100.000 4.656
503 633 41 42 4 0 100 100.000 4.612
503 633 42 43 4 0 100 100.000 4.791
503 633 43 44 4 0 100 100.000 4.820
503 633 44 100 4 0 100 100.000 4.694
633 797 0 1 4 0 100 4.418 100.000
633 797 1 2 4 0 100 100.000 5.221
633 797 2 3 4 0 100 57.369 5.086
633 797 3 4 4 0 100 55.993 5.091
633 797 4 5 4 0 100 55.707 5.090
633 797 5 6 4 0 100 51.355 5.091
633 797 6 7 4 0 100 51.407 5.064
633 797 7 8 4 0 100 52.811 5.077
633 797 8 9 4 0 100 52.294 5.080
633 797 9 10 4 0 100 53.921 5.086
633 797 10 11 4 0 100 53.832 5.084
633 797 11 12 4 0 100 54.143 5.098
633 797 12 13 4 0 100 52.708 5.067
633 797 13 14 4 0 100 52.495 5.064
633 797 14 15 4 0 100 53.234 5.073
633 797 15 16 4 0 100 56.367 5.073
633 797 16 17 4 0 100 55.228 5.058
633 797 17 18 4 0 100 54.296 5.068
633 797 18 19 4 0 100 55.690 5.055
633 797 19 20 4 0 100 56.289 5.058
633 797 20 21 4 0 100 56.241 5.043
633 797 21 22 4 0 100 54.557 5.039
633 797 22 23 4 0 100 57.305 5.035
633 797 23 24 4 0 100 58.074 5.028
633 797 24 25 4 0 100 53.907 5.024
633 797 25 26 4 0 100 55.354 5.028
633 797 26 27 4 0 100 56.747 5.005
633 797 27 28 4 0 100 60.209 5.025
633 797 28 29 4 0 100 57.993 4.996
633 797 29 30 4 0 100 57.694 5.001
633 797 30 31 4 0 100 60.046 5.013
633 797 31 32 4 0 100 57.485 4.979
633 797 32 33 4 0 100 63.401 4.945
633 797 33 34 4 0 100 65.187 4.958
633 797 34 35 4 0 100 76.140 4.965
633 797 35 36 4 0 100 67.890 4.903
633 797 36 37 4 0 100 87.314 4.947
633 797 37 38 4 0 100 91.896 4.999
633 797 38 39 4 0 100 98.144 5.064
633 797 39 40 4 0 100 93.897 4.960
633 797 40 41 4 0 100 100.000 4.982
633 797 41 42 4 0 100 100.000 5.209
633 797 42 43 4 0 100 100.000 5.045
633 797 43 44 4 0 100 100.000 4.428
633 797 44 100 4 0 100 100.000 4.909
797 1003 0 1 4 0 100 4.945 99.998
797 1003 1 2 4 0 100 100.000 5.309
797 1003 2 3 4 0 100 69.202 5.235
797 1003 3 4 4 0 100 60.902 5.250
797 1003 4 5 4 0 100 59.673 5.277
797 1003 5 6 4 0 100 58.579 5.261
797 1003 6 7 4 0 100 59.082 5.260
797 1003 7 8 4 0 100 57.659 5.272
797 1003 8 9 4 0 100 54.784 5.265
797 1003 9 10 4 0 100 55.316 5.259
797 1003 10 11 4 0 100 57.697 5.276
797 1003 11 12 4 0 100 59.791 5.264
797 1003 12 13 4 0 100 58.911 5.276
797 1003 13 14 4 0 100 56.737 5.267
797 1003 14 15 4 0 100 58.011 5.269
797 1003 15 16 4 0 100 59.309 5.267
797 1003 16 17 4 0 100 62.094 5.262
797 1003 17 18 4 0 100 56.925 5.244
797 1003 18 19 4 0 100 58.332 5.239
797 1003 19 20 4 0 100 61.459 5.255
797 1003 20 21 4 0 100 59.819 5.215
797 1003 21 22 4 0 100 61.873 5.229
797 1003 22 23 4 0 100 61.066 5.240
797 1003 23 24 4 0 100 62.604 5.222
797 1003 24 25 4 0 100 59.726 5.212
797 1003 25 26 4 0 100 60.249 5.196
797 1003 26 27 4 0 100 63.263 5.236
797 1003 27 28 4 0 100 62.847 5.176
797 1003 28 29 4 0 100 63.739 5.164
797 1003 29 30 4 0 100 69.128 5.147
797 1003 30 31 4 0 100 76.510 5.244
797 1003 31 32 4 0 100 67.824 5.185
797 1003 32 33 4 0 100 83.016 5.165
797 1003 33 34 4 0 100 78.022 5.091
797 1003 34 35 4 0 100 95.039 5.241
797 1003 35 36 4 0 100 100.000 5.201
797 1003 36 37 4 0 100 87.691 5.147
797 1003 37 38 4 0 100 97.855 5.191
797 1003 38 39 4 0 100 100.000 5.218
797 1003 39 40 4 0 100 100.000 5.250
797 1003 40 41 4 0 100 100.000 5.071
797 1003 41 42 4 0 100 100.000 4.941
797 1003 42 43 4 0 100 100.000 5.580
797 1003 43 44 4 0 100 92.699 17.409
797 1003 44 100 4 0 100 39.016 36.716
1003 1262 1 2 4 0 100 100.000 5.657
1003 1262 2 3 4 0 100 74.799 5.424
1003 1262 3 4 4 0 100 65.809 5.477
1003 1262 4 5 4 0 100 64.754 5.475
1003 1262 5 6 4 0 100 61.276 5.465
1003 1262 6 7 4 0 100 60.483 5.432
1003 1262 7 8 4 0 100 59.690 5.427
1003 1262 8 9 4 0 100 66.488 5.473
1003 1262 9 10 4 0 100 62.444 5.438
1003 1262 10 11 4 0 100 59.039 5.457
1003 1262 11 12 4 0 100 63.997 5.469
1003 1262 12 13 4 0 100 63.950 5.458
1003 1262 13 14 4 0 100 66.688 5.464
1003 1262 14 15 4 0 100 63.615 5.451
1003 1262 15 16 4 0 100 62.760 5.453
1003 1262 16 17 4 0 100 67.817 5.471
1003 1262 17 18 4 0 100 64.542 5.455
1003 1262 18 19 4 0 100 65.600 5.433
1003 1262 19 20 4 0 100 65.174 5.446
1003 1262 20 21 4 0 100 67.034 5.437
1003 1262 21 22 4 0 100 67.274 5.448
1003 1262 22 23 4 0 100 68.041 5.409
1003 1262 23 24 4 0 100 60.080 5.398
1003 1262 24 25 4 0 100 66.046 5.393
1003 1262 25 26 4 0 100 71.955 5.416
1003 1262 26 27 4 0 100 73.764 5.426
1003 1262 27 28 4 0 100 67.377 5.351
1003 1262 28 29 4 0 100 86.897 5.407
1003 1262 29 30 4 0 100 74.521 5.318
1003 1262 30 31 4 0 100 98.845 5.480
1003 1262 31 32 4 0 100 100.000 5.360
1003 1262 32 33 4 0 100 99.513 5.362
1003 1262 33 34 4 0 100 100.000 5.313
1003 1262 34 35 4 0 100 100.000 5.345
1003 1262 35 36 4 0 100 100.000 5.161
1003 1262 36 37 4 0 100 100.000 5.401
1003 1262 37 38 4 0 100 100.000 5.481
1003 1262 38 39 4 0 100 92.748 21.818
1003 1262 39 40 4 0 100 13.749 34.513
1003 1262 40 41 4 0 100 100.000 5.574
1003 1262 41 42 4 0 100 4.008 100.000
1003 1262 42 43 4 0 100 4.400 100.000
1003 1262 43 44 4 0 100 59.840 17.662
1003 1262 44 100 4 0 100 4.001 100.000
1262 1589 1 2 4 0 100 3.533 100.000
1262 1589 2 3 4 0 100 100.000 5.690
1262 1589 3 4 4 0 100 100.000 5.583
1262 1589 4 5 4 0 100 92.123 5.632
1262 1589 5 6 4 0 100 69.696 5.670
1262 1589 6 7 4 0 100 63.409 5.612
1262 1589 7 8 4 0 100 66.265 5.646
1262 1589 8 9 4 0 100 73.142 5.653
1262 1589 9 10 4 0 100 71.541 5.671
1262 1589 10 11 4 0 100 71.928 5.649
1262 1589 11 12 4 0 100 74.054 5.662
1262 1589 12 13 4 0 100 66.275 5.662
1262 1589 13 14 4 0 100 69.433 5.659
1262 1589 14 15 4 0 100 72.424 5.638
1262 1589 15 16 4 0 100 66.693 5.636
1262 1589 16 17 4 0 100 69.560 5.656
1262 1589 17 18 4 0 100 65.730 5.608
1262 1589 18 19 4 0 100 76.210 5.648
1262 1589 19 20 4 0 100 66.523 5.588
1262 1589 20 21 4 0 100 82.591 5.692
1262 1589 21 22 4 0 100 76.291 5.620
1262 1589 22 23 4 0 100 73.915 5.591
1262 1589 23 24 4 0 100 81.815 5.645
1262 1589 24 25 4 0 100 83.829 5.636
1262 1589 25 26 4 0 100 100.000 5.653
1262 1589 26 27 4 0 100 100.000 5.575
1262 1589 27 28 4 0 100 82.558 5.615
1262 1589 28 29 4 0 100 100.000 5.472
1262 1589 29 30 4 0 100 100.000 5.470
1262 1589 30 31 4 0 100 100.000 5.570
1262 1589 31 32 4 0 100 100.000 5.543
1262 1589 32 33 4 0 100 100.000 5.534
1262 1589 33 34 4 0 100 100.000 5.739
1262 1589 34 35 4 0 100 100.000 5.748
1262 1589 35 36 4 0 100 100.000 5.907
1262 1589 36 37 4 0 100 100.000 5.696
1262 1589 37 38 4 0 100 52.788 5.511
1262 1589 38 39 4 0 100 100.000 5.880
1262 1589 39 40 4 0 100 3.898 100.000
1262 1589 40 41 4 0 100 4.676 99.999
1262 1589 41 42 4 0 100 4.499 100.000
1262 1589 42 43 4 0 100 10.039 84.638
1262 1589 43 100 4 0 100 5.868 99.209
1589 2000 1 2 4 0 100 4.487 100.000
1589 2000 3 4 4 0 100 100.000 5.734
1589 2000 4 5 4 0 100 100.000 5.738
1589 2000 5 6 4 0 100 100.000 5.934
1589 2000 6 7 4 0 100 100.000 5.732
1589 2000 7 8 4 0 100 84.577 5.836
1589 2000 8 9 4 0 100 97.500 5.842
1589 2000 9 10 4 0 100 81.705 5.857
1589 2000 10 11 4 0 100 80.674 5.881
1589 2000 11 12 4 0 100 82.008 5.842
1589 2000 12 13 4 0 100 73.685 5.769
1589 2000 13 14 4 0 100 83.580 5.771
1589 2000 14 15 4 0 100 93.077 5.837
1589 2000 15 16 4 0 100 76.780 5.803
1589 2000 16 17 4 0 100 96.155 5.769
1589 2000 17 18 4 0 100 100.000 5.829
1589 2000 18 19 4 0 100 94.631 5.844
1589 2000 19 20 4 0 100 84.740 5.822
1589 2000 20 21 4 0 100 100.000 5.726
1589 2000 21 22 4 0 100 100.000 5.785
1589 2000 22 23 4 0 100 100.000 5.833
1589 2000 23 24 4 0 100 100.000 5.797
1589 2000 24 25 4 0 100 100.000 5.896
1589 2000 25 26 4 0 100 100.000 5.655
1589 2000 26 27 4 0 100 100.000 5.787
1589 2000 27 28 4 0 100 100.000 5.786
1589 2000 28 29 4 0 100 100.000 6.114
1589 2000 29 30 4 0 100 71.524 5.806
1589 2000 30 31 4 0 100 3.518 100.000
1589 2000 31 32 4 0 100 3.311 100.000
1589 2000 32 33 4 0 100 3.309 99.924
1589 2000 33 34 4 0 100 3.913 100.000
1589 2000 34 35 4 0 100 3.775 100.000
1589 2000 35 36 4 0 100 13.320 34.054
1589 2000 37 38 4 0 100 5.027 99.998
1589 2000 38 39 4 0 100 12.559 45.153
1589 2000 40 41 4 0 100 8.762 62.065
1589 2000 41 42 4 0 100 8.195 79.137
1589 2000 43 100 4 0 100 9.452 93.407
2000 4000 2 3 4 0 100 5.049 100.000
2000 4000 3 4 4 0 100 4.693 100.000
2000 4000 4 5 4 0 100 3.977 100.000
2000 4000 5 6 4 0 100 3.693 100.000
2000 4000 6 7 4 0 100 3.060 100.000
2000 4000 7 8 4 0 100 100.000 6.185
2000 4000 8 9 4 0 100 34.510 38.361
2000 4000 9 10 4 0 100 2.576 72.930
2000 4000 10 11 4 0 100 100.000 6.331
2000 4000 11 12 4 0 100 100.000 6.129
2000 4000 12 13 4 0 100 100.000 6.130
2000 4000 13 14 4 0 100 3.015 70.747
2000 4000 14 15 4 0 100 2.512 100.000
2000 4000 15 16 4 0 100 3.098 58.178
2000 4000 16 17 4 0 100 71.244 22.352
2000 4000 17 18 4 0 100 65.360 5.884
2000 4000 18 19 4 0 100 100.000 6.175
2000 4000 19 20 4 0 100 2.720 100.000
2000 4000 20 21 4 0 100 3.321 100.000
2000 4000 21 22 4 0 100 3.132 100.000
2000 4000 22 23 4 0 100 3.014 100.000
2000 4000 24 25 4 0 100 3.733 100.000
2000 4000 25 26 4 0 100 4.703 99.999
2000 4000 26 27 4 0 100 4.411 100.000
2000 4000 27 28 4 0 100 4.320 100.000
2000 4000 28 29 4 0 100 6.493 95.217
2000 4000 29 30 4 0 100 99.021 47.920
2000 4000 31 32 4 0 100 4.854 100.000
2000 4000 37 100 4 0 100 7.721 74.989
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_gluon}
20 26 0 1 4 0 100 100.000 2.537
20 26 1 2 4 0 100 39.157 2.631
20 26 2 3 4 0 100 35.029 2.616
20 26 3 4 4 0 100 35.688 2.576
20 26 4 5 4 0 100 33.074 2.574
20 26 5 6 4 0 100 34.180 2.548
20 26 6 7 4 0 100 33.601 2.527
20 26 7 8 4 0 100 33.284 2.512
20 26 8 9 4 0 100 33.050 2.497
20 26 9 10 4 0 100 33.150 2.479
20 26 10 11 4 0 100 33.598 2.458
20 26 11 12 4 0 100 32.216 2.452
20 26 12 13 4 0 100 32.576 2.437
20 26 13 14 4 0 100 32.914 2.424
20 26 14 15 4 0 100 32.942 2.412
20 26 15 16 4 0 100 32.100 2.403
20 26 16 17 4 0 100 32.098 2.383
20 26 17 18 4 0 100 32.468 2.378
20 26 18 19 4 0 100 32.213 2.363
20 26 19 20 4 0 100 32.902 2.355
20 26 20 21 4 0 100 32.140 2.347
20 26 21 22 4 0 100 32.040 2.332
20 26 22 23 4 0 100 32.135 2.324
20 26 23 24 4 0 100 32.323 2.318
20 26 24 25 4 0 100 31.674 2.312
20 26 25 26 4 0 100 33.533 2.297
20 26 26 27 4 0 100 34.188 2.296
20 26 27 28 4 0 100 33.417 2.277
20 26 28 29 4 0 100 35.172 2.266
20 26 29 30 4 0 100 33.038 2.259
20 26 30 31 4 0 100 33.061 2.236
20 26 31 32 4 0 100 33.941 2.236
20 26 32 33 4 0 100 36.372 2.256
20 26 33 34 4 0 100 39.388 2.204
20 26 34 35 4 0 100 46.028 2.170
20 26 35 36 4 0 100 48.460 2.157
20 26 36 37 4 0 100 56.358 2.192
20 26 37 38 4 0 100 61.273 2.110
20 26 38 39 4 0 100 58.143 2.110
20 26 39 40 4 0 100 70.683 2.143
20 26 40 41 4 0 100 61.982 2.125
20 26 41 42 4 0 100 69.011 1.998
20 26 42 43 4 0 100 100.000 1.971
20 26 43 44 4 0 100 100.000 1.902
20 26 44 100 4 0 100 100.000 1.954
26 32 0 1 4 0 100 100.000 2.599
26 32 1 2 4 0 100 38.442 2.704
26 32 2 3 4 0 100 39.098 2.644
26 32 3 4 4 0 100 34.529 2.667
26 32 4 5 4 0 100 35.769 2.623
26 32 5 6 4 0 100 35.951 2.605
26 32 6 7 4 0 100 35.590 2.601
26 32 7 8 4 0 100 34.243 2.578
26 32 8 9 4 0 100 34.740 2.574
26 32 9 10 4 0 100 34.847 2.551
26 32 10 11 4 0 100 34.373 2.540
26 32 11 12 4 0 100 34.318 2.536
26 32 12 13 4 0 100 34.780 2.519
26 32 13 14 4 0 100 34.516 2.506
26 32 14 15 4 0 100 34.268 2.494
26 32 15 16 4 0 100 33.853 2.488
26 32 16 17 4 0 100 34.350 2.478
26 32 17 18 4 0 100 33.530 2.470
26 32 18 19 4 0 100 34.025 2.457
26 32 19 20 4 0 100 34.082 2.451
26 32 20 21 4 0 100 33.853 2.441
26 32 21 22 4 0 100 33.975 2.420
26 32 22 23 4 0 100 33.706 2.415
26 32 23 24 4 0 100 33.194 2.408
26 32 24 25 4 0 100 32.611 2.401
26 32 25 26 4 0 100 33.857 2.392
26 32 26 27 4 0 100 32.594 2.388
26 32 27 28 4 0 100 33.839 2.376
26 32 28 29 4 0 100 34.195 2.376
26 32 29 30 4 0 100 33.499 2.345
26 32 30 31 4 0 100 33.463 2.336
26 32 31 32 4 0 100 34.265 2.347
26 32 32 33 4 0 100 33.546 2.324
26 32 33 34 4 0 100 35.753 2.346
26 32 34 35 4 0 100 35.590 2.305
26 32 35 36 4 0 100 36.881 2.306
26 32 36 37 4 0 100 39.853 2.263
26 32 37 38 4 0 100 42.661 2.333
26 32 38 39 4 0 100 39.983 2.287
26 32 39 40 4 0 100 47.278 2.224
26 32 40 41 4 0 100 35.140 2.261
26 32 41 42 4 0 100 44.204 2.258
26 32 42 43 4 0 100 86.815 2.293
26 32 43 44 4 0 100 96.495 2.101
26 32 44 100 4 0 100 69.491 2.079
32 40 0 1 4 0 100 100.000 2.787
32 40 1 2 4 0 100 49.445 2.688
32 40 2 3 4 0 100 39.143 2.734
32 40 3 4 4 0 100 37.842 2.711
32 40 4 5 4 0 100 37.184 2.699
32 40 5 6 4 0 100 37.236 2.684
32 40 6 7 4 0 100 37.596 2.669
32 40 7 8 4 0 100 36.935 2.658
32 40 8 9 4 0 100 37.424 2.644
32 40 9 10 4 0 100 36.770 2.633
32 40 10 11 4 0 100 37.434 2.625
32 40 11 12 4 0 100 36.719 2.618
32 40 12 13 4 0 100 36.783 2.604
32 40 13 14 4 0 100 36.989 2.599
32 40 14 15 4 0 100 37.153 2.592
32 40 15 16 4 0 100 37.227 2.581
32 40 16 17 4 0 100 36.677 2.568
32 40 17 18 4 0 100 36.696 2.559
32 40 18 19 4 0 100 36.280 2.555
32 40 19 20 4 0 100 35.255 2.545
32 40 20 21 4 0 100 35.408 2.541
32 40 21 22 4 0 100 36.665 2.519
32 40 22 23 4 0 100 36.100 2.520
32 40 23 24 4 0 100 35.942 2.517
32 40 24 25 4 0 100 36.200 2.499
32 40 25 26 4 0 100 36.074 2.498
32 40 26 27 4 0 100 34.380 2.497
32 40 27 28 4 0 100 35.194 2.496
32 40 28 29 4 0 100 33.685 2.470
32 40 29 30 4 0 100 33.085 2.458
32 40 30 31 4 0 100 33.995 2.462
32 40 31 32 4 0 100 33.293 2.465
32 40 32 33 4 0 100 34.337 2.442
32 40 33 34 4 0 100 33.017 2.436
32 40 34 35 4 0 100 35.327 2.434
32 40 35 36 4 0 100 35.478 2.430
32 40 36 37 4 0 100 37.561 2.401
32 40 37 38 4 0 100 35.106 2.395
32 40 38 39 4 0 100 38.048 2.337
32 40 39 40 4 0 100 40.685 2.319
32 40 40 41 4 0 100 42.446 2.387
32 40 41 42 4 0 100 45.260 2.256
32 40 42 43 4 0 100 54.079 2.366
32 40 43 44 4 0 100 58.132 2.332
32 40 44 100 4 0 100 65.952 2.227
40 51 0 1 4 0 100 100.000 2.747
40 51 1 2 4 0 100 56.052 2.856
40 51 2 3 4 0 100 41.203 2.822
40 51 3 4 4 0 100 40.288 2.803
40 51 4 5 4 0 100 40.698 2.787
40 51 5 6 4 0 100 39.244 2.767
40 51 6 7 4 0 100 40.101 2.762
40 51 7 8 4 0 100 39.668 2.754
40 51 8 9 4 0 100 39.429 2.743
40 51 9 10 4 0 100 39.701 2.731
40 51 10 11 4 0 100 39.552 2.722
40 51 11 12 4 0 100 39.132 2.720
40 51 12 13 4 0 100 39.207 2.711
40 51 13 14 4 0 100 38.584 2.701
40 51 14 15 4 0 100 39.108 2.694
40 51 15 16 4 0 100 39.341 2.685
40 51 16 17 4 0 100 39.777 2.679
40 51 17 18 4 0 100 38.763 2.669
40 51 18 19 4 0 100 39.184 2.663
40 51 19 20 4 0 100 38.606 2.659
40 51 20 21 4 0 100 39.616 2.650
40 51 21 22 4 0 100 38.060 2.643
40 51 22 23 4 0 100 37.874 2.637
40 51 23 24 4 0 100 37.908 2.630
40 51 24 25 4 0 100 38.504 2.619
40 51 25 26 4 0 100 37.681 2.612
40 51 26 27 4 0 100 39.125 2.614
40 51 27 28 4 0 100 38.945 2.601
40 51 28 29 4 0 100 38.097 2.601
40 51 29 30 4 0 100 38.619 2.581
40 51 30 31 4 0 100 38.411 2.576
40 51 31 32 4 0 100 40.129 2.569
40 51 32 33 4 0 100 37.817 2.567
40 51 33 34 4 0 100 38.650 2.561
40 51 34 35 4 0 100 37.184 2.564
40 51 35 36 4 0 100 42.872 2.554
40 51 36 37 4 0 100 36.190 2.517
40 51 37 38 4 0 100 38.749 2.532
40 51 38 39 4 0 100 38.061 2.567
40 51 39 40 4 0 100 35.320 2.530
40 51 40 41 4 0 100 39.857 2.481
40 51 41 42 4 0 100 48.350 2.507
40 51 42 43 4 0 100 47.180 2.563
40 51 43 44 4 0 100 70.278 2.390
40 51 44 100 4 0 100 62.741 2.483
51 64 0 1 4 0 100 100.000 2.848
51 64 1 2 4 0 100 52.392 2.918
51 64 2 3 4 0 100 40.717 2.911
51 64 3 4 4 0 100 42.775 2.883
51 64 4 5 4 0 100 41.013 2.894
51 64 5 6 4 0 100 39.931 2.876
51 64 6 7 4 0 100 41.923 2.866
51 64 7 8 4 0 100 41.498 2.862
51 64 8 9 4 0 100 41.923 2.852
51 64 9 10 4 0 100 41.029 2.839
51 64 10 11 4 0 100 41.205 2.837
51 64 11 12 4 0 100 41.280 2.820
51 64 12 13 4 0 100 41.270 2.821
51 64 13 14 4 0 100 41.289 2.818
51 64 14 15 4 0 100 41.428 2.808
51 64 15 16 4 0 100 41.149 2.798
51 64 16 17 4 0 100 40.825 2.795
51 64 17 18 4 0 100 41.392 2.787
51 64 18 19 4 0 100 41.469 2.782
51 64 19 20 4 0 100 40.702 2.772
51 64 20 21 4 0 100 42.750 2.758
51 64 21 22 4 0 100 41.000 2.757
51 64 22 23 4 0 100 41.126 2.748
51 64 23 24 4 0 100 40.131 2.748
51 64 24 25 4 0 100 40.350 2.738
51 64 25 26 4 0 100 41.109 2.733
51 64 26 27 4 0 100 41.628 2.726
51 64 27 28 4 0 100 40.432 2.722
51 64 28 29 4 0 100 41.089 2.716
51 64 29 30 4 0 100 39.612 2.712
51 64 30 31 4 0 100 41.147 2.714
51 64 31 32 4 0 100 43.877 2.702
51 64 32 33 4 0 100 38.963 2.691
51 64 33 34 4 0 100 39.799 2.683
51 64 34 35 4 0 100 39.621 2.682
51 64 35 36 4 0 100 39.851 2.668
51 64 36 37 4 0 100 42.122 2.657
51 64 37 38 4 0 100 40.907 2.658
51 64 38 39 4 0 100 42.597 2.616
51 64 39 40 4 0 100 45.650 2.631
51 64 40 41 4 0 100 46.089 2.624
51 64 41 42 4 0 100 49.767 2.654
51 64 42 43 4 0 100 61.734 2.597
51 64 43 44 4 0 100 77.296 2.636
51 64 44 100 4 0 100 68.666 2.543
64 80 0 1 4 0 100 100.000 2.591
64 80 1 2 4 0 100 44.810 3.039
64 80 2 3 4 0 100 42.442 3.010
64 80 3 4 4 0 100 44.241 3.004
64 80 4 5 4 0 100 42.015 2.997
64 80 5 6 4 0 100 41.617 2.985
64 80 6 7 4 0 100 42.157 2.979
64 80 7 8 4 0 100 42.706 2.969
64 80 8 9 4 0 100 42.035 2.960
64 80 9 10 4 0 100 42.484 2.951
64 80 10 11 4 0 100 42.565 2.944
64 80 11 12 4 0 100 42.948 2.939
64 80 12 13 4 0 100 42.248 2.932
64 80 13 14 4 0 100 41.945 2.930
64 80 14 15 4 0 100 42.485 2.920
64 80 15 16 4 0 100 42.802 2.913
64 80 16 17 4 0 100 41.998 2.911
64 80 17 18 4 0 100 42.116 2.905
64 80 18 19 4 0 100 43.000 2.905
64 80 19 20 4 0 100 42.501 2.891
64 80 20 21 4 0 100 42.455 2.885
64 80 21 22 4 0 100 42.761 2.883
64 80 22 23 4 0 100 42.175 2.875
64 80 23 24 4 0 100 42.994 2.874
64 80 24 25 4 0 100 41.521 2.875
64 80 25 26 4 0 100 43.052 2.862
64 80 26 27 4 0 100 42.621 2.847
64 80 27 28 4 0 100 42.911 2.852
64 80 28 29 4 0 100 43.102 2.833
64 80 29 30 4 0 100 41.770 2.839
64 80 30 31 4 0 100 44.025 2.834
64 80 31 32 4 0 100 41.769 2.811
64 80 32 33 4 0 100 41.263 2.816
64 80 33 34 4 0 100 41.552 2.798
64 80 34 35 4 0 100 41.660 2.807
64 80 35 36 4 0 100 44.267 2.778
64 80 36 37 4 0 100 41.326 2.797
64 80 37 38 4 0 100 41.478 2.811
64 80 38 39 4 0 100 47.251 2.768
64 80 39 40 4 0 100 53.658 2.746
64 80 40 41 4 0 100 39.564 2.804
64 80 41 42 4 0 100 46.922 2.711
64 80 42 43 4 0 100 46.284 2.688
64 80 43 44 4 0 100 83.363 2.811
64 80 44 100 4 0 100 62.850 2.650
80 101 0 1 4 0 100 100.000 3.108
80 101 1 2 4 0 100 46.312 3.111
80 101 2 3 4 0 100 41.729 3.116
80 101 3 4 4 0 100 42.347 3.118
80 101 4 5 4 0 100 42.265 3.106
80 101 5 6 4 0 100 42.863 3.101
80 101 6 7 4 0 100 43.280 3.101
80 101 7 8 4 0 100 43.114 3.082
80 101 8 9 4 0 100 42.689 3.075
80 101 9 10 4 0 100 42.855 3.072
80 101 10 11 4 0 100 43.529 3.059
80 101 11 12 4 0 100 42.888 3.058
80 101 12 13 4 0 100 43.228 3.050
80 101 13 14 4 0 100 42.697 3.050
80 101 14 15 4 0 100 43.045 3.041
80 101 15 16 4 0 100 43.502 3.038
80 101 16 17 4 0 100 43.063 3.030
80 101 17 18 4 0 100 43.242 3.026
80 101 18 19 4 0 100 43.696 3.017
80 101 19 20 4 0 100 43.122 3.016
80 101 20 21 4 0 100 42.701 3.009
80 101 21 22 4 0 100 43.841 3.008
80 101 22 23 4 0 100 43.387 3.003
80 101 23 24 4 0 100 43.260 2.990
80 101 24 25 4 0 100 44.542 2.994
80 101 25 26 4 0 100 43.655 2.984
80 101 26 27 4 0 100 43.662 2.981
80 101 27 28 4 0 100 42.703 2.981
80 101 28 29 4 0 100 42.646 2.964
80 101 29 30 4 0 100 44.841 2.976
80 101 30 31 4 0 100 43.639 2.964
80 101 31 32 4 0 100 43.433 2.941
80 101 32 33 4 0 100 44.321 2.947
80 101 33 34 4 0 100 42.205 2.944
80 101 34 35 4 0 100 42.682 2.935
80 101 35 36 4 0 100 44.704 2.937
80 101 36 37 4 0 100 44.701 2.913
80 101 37 38 4 0 100 43.350 2.891
80 101 38 39 4 0 100 45.446 2.919
80 101 39 40 4 0 100 49.742 2.891
80 101 40 41 4 0 100 47.202 2.913
80 101 41 42 4 0 100 54.054 2.881
80 101 42 43 4 0 100 48.242 2.869
80 101 43 44 4 0 100 69.694 2.866
80 101 44 100 4 0 100 71.706 2.861
101 127 0 1 4 0 100 100.000 3.011
